x, y, z
4.91728, 18.3284, 4.45549
5.16822, 17.5358, 6.27449
6.22509, 18.4254, 2.94546
4.2238, 19.88, 2.70165
2.84109, 19.1747, 1.44046
4.09208, 20.1363, 4.68078
2.14482, 20.9972, 0.999998
3.27982, 17.8223, 6.86764
7.8051, 17.7033, 1.95446
8.22548, 18.9188, 3.48604
8.68295, 15.9773, 1.45427
9.2457, 18.7101, 0.999998
10.6604, 17.6743, 1.96212
-0.924694, 9.96743, 0.999998
-2.89733, 10.2932, 5.22099
-1.14179, 10.5705, 6.13815
-3.31265, 9.13154, 3.6468
-1.64917, 8.94036, 2.55571
-3.43727, 8.85217, 1.66741
0.363034, 11.4704, 1.28764
-0.559607, 12.4052, 5.59533
-2.64726, 16.5804, 3.35579
-1.60845, 15.6699, 4.80214
-0.145701, 17.0193, 4.60357
0.379311, 18.0866, 6.21146
1.88013, 17.9839, 4.89352
1.73216, 18.7342, 3.04548
1.07799, 20.6198, 2.91803
2.07815, 16.4122, 6.11433
2.35045, 16.5422, 8.09142
1.01034, 16.2908, 9.55459
-1.95394, 13.8373, 5.52472
-2.64099, 14.2396, 3.69003
-2.97634, 13.2402, 7.1366
-4.07278, 12.8994, 3.29764
-5.54728, 12.1128, 7.34621
-7.27419, 12.5233, 6.42465
-8.65311, 11.2497, 5.73441
-4.58983, 11.1108, 5.90421
3.0181, 2.26883, 8.76073
3.3431, 0.681491, 7.58825
2.37985, 2.88478, 6.96816
0.885663, 4.07728, 7.55579
-0.81595, 3.55011, 6.64663
3.11079, 1.82251, 2.9147
2.46493, 4.56602, 5.88824
4.37176, 5.50578, 4.02044
2.54221, 4.70769, 3.89474
2.72609, 3.6526, 2.20566
2.3185, 2.10979, 0.999999
3.66183, -0.24056, 16.6542
3.98871, -0.470545, 14.6945
3.26661, 1.30558, 14.1253
2.28056, 1.92853, 12.5006
-0.0323629, 0.945975, 13.9817
0.693422, 2.72358, 13.422
-1.5144, -0.112632, 13.1554
2.56979, 2.67377, 10.6673
-4.3376, 2.86658, 8.62993
-3.42803, 2.58372, 10.3885
-1.20264, -0.31532, 9.72483
-3.15213, -0.598141, 9.37918
-0.600375, 1.21475, 11.9711
-1.74557, 1.50283, 10.3569
4.80139, -7.43859, 11.4599
4.08907, -8.73413, 12.8068
7.07723, -7.52619, 11.7528
6.06581, -5.93476, 11.0862
10.7796, -3.48815, 11.2062
8.9828, -7.01906, 11.4187
10.2193, -5.06846, 13.054
9.73022, -5.18845, 11.1184
11.7906, -7.94876, 13.0832
10.5698, -8.23164, 11.5245
9.69988, -9.75801, 12.4802
9.27612, -2.23862, 11.6283
8.02549, -1.31342, 13.3912
5.82857, -0.813125, 11.6788
7.81398, -0.885862, 11.4489
4.74797, -1.55004, 13.1918
1.97053, -7.49118, 10.1996
3.2886, -6.21528, 10.9963
10.6836, 0.500439, 12.4635
8.69625, 0.679154, 12.3278
2.98546, -9.19649, 11.2043
3.01928, -8.88992, 9.2282
-9.44147, 7.36858, 9.78215
-9.44044, 8.73732, 8.32389
-10.1102, 5.48459, 9.7242
-5.87679, 6.38273, 9.93864
-7.68436, 6.66879, 9.13189
-7.78107, 9.79795, 8.67248
-5.92473, 10.315, 8.1371
-11.0654, 9.45183, 5.71688
-9.77824, 10.2293, 7.03549
-1.70689, 6.46824, 10.799
-0.55757, 7.05439, 12.3272
-1.41708, 6.74956, 8.84019
-0.55276, 4.95821, 8.63044
-4.37236, 7.05961, 12.2052
-3.13725, 5.53056, 11.8357
-6.02619, 5.58359, 7.35182
-5.535, 4.44224, 8.91899
-4.62351, 4.97915, 10.6163
-2.67461, -14.7921, 3.08931
-3.08682, -16.3846, 4.22678
-4.35175, -12.3508, 4.19567
-3.01794, -11.6976, 2.85615
-4.29347, -12.2011, 6.1892
-1.61795, -13.0951, 3.1511
-0.11213, -10.1729, 5.13962
-1.05115, -8.73968, 6.17118
-1.80708, -8.17258, 2.77741
-0.691026, -7.86605, 4.4085
-0.467648, -10.4334, 3.1888
0.164057, -12.2799, 2.75135
-1.5372, -7.29624, 0.999999
-3.4961, -6.36666, 9.46894
-2.33483, -7.99445, 9.51047
-0.550895, -9.07255, 10.0536
0.475928, -8.02793, 11.4154
-0.976544, -8.57743, 8.16319
-4.57383, -7.52496, 8.2455
-4.40311, -15.2332, 2.18506
-1.53497, -18.3218, 6.30324
0.0360778, -18.4328, 7.53591
0.182061, -15.039, 5.3622
-0.198497, -13.2507, 4.55144
1.22898, -15.9424, 6.80708
2.54646, -14.9576, 5.66941
0.366086, -16.6854, 8.45125
-1.95046, -13.2963, 5.51503
2.94151, -16.3312, 4.27044
3.84116, -15.791, 2.56785
-2.71635, -14.745, 8.54602
-1.34553, -14.0522, 7.26506
-3.33832, -16.5119, 9.24688
-2.55325, -17.0828, 7.49826
-6.55372, -16.8236, 8.01625
-6.90377, -15.6834, 6.41089
-5.73834, -15.2729, 8.98081
-5.15482, -16.8987, 9.98897
-5.03108, -16.2636, 4.67973
-6.96986, -16.7528, 4.7221
-7.08207, -21.092, 4.21128
-5.98, -20.5825, 2.62199
-8.4277, -19.992, 5.20083
-4.81421, -18.1456, 5.32092
-4.8303, -19.4948, 3.84467
-5.7873, -19.4284, 0.999998
