x, y, z
6.56252, 17.9599, 5.57297
7.70738, 18.2362, 7.18942
7.08328, 18.051, 3.64411
4.53764, 17.8873, 4.2097
3.81515, 16.0238, 4.13582
4.88803, 19.0262, 5.81594
2.01297, 16.6226, 3.50846
6.19234, 18.2416, 8.49503
8.17753, 17.4088, 2.0981
9.21274, 18.1067, 3.66054
8.52669, 15.7741, 0.999998
9.50341, 18.4268, 0.999999
10.8583, 16.9717, 1.21685
6.05134, 12.1583, 12.5812
5.07316, 13.6213, 16.9088
5.3407, 15.3902, 16.0146
5.34281, 11.7885, 16.1549
6.48444, 11.9468, 14.5222
5.14707, 10.4683, 14.6616
6.6821, 13.7648, 11.5706
5.41244, 14.9762, 14.0592
3.17853, 12.7956, 10.061
3.49141, 14.4373, 11.1596
3.97551, 15.4534, 9.50633
3.44407, 17.378, 9.39121
4.47142, 16.8165, 7.76972
3.57226, 16.1363, 6.11782
1.79101, 16.9428, 5.69745
5.66687, 16.5082, 9.3432
6.47068, 17.9628, 10.4559
5.98369, 18.528, 12.3115
3.69643, 14.5019, 13.148
3.68154, 12.6954, 12.2899
2.48013, 15.2207, 14.5636
3.59074, 11.3499, 13.7669
4.45365, 14.3355, 20.6444
4.41539, 12.7197, 21.8225
5.92308, 11.8752, 22.8293
4.59072, 13.4751, 18.8442
7.20619, 3.17317, 39.6371
6.74219, 3.06921, 37.6945
8.93672, 3.59865, 38.7293
8.28783, 4.98467, 37.4417
8.58752, 4.37331, 35.5612
12.4817, 2.69103, 36.2238
10.2496, 5.10735, 38.7261
12.6348, 4.71497, 40.1972
12.1937, 5.00332, 38.2679
13.5916, 3.86242, 37.4053
14.5099, 3.02754, 35.8369
4.39116, 0.554183, 46.9436
4.60567, 0.269839, 44.9756
4.70032, 2.20185, 44.4673
4.94402, 3.15093, 42.7238
2.47252, 4.0034, 41.4301
3.57787, 4.58688, 42.9915
1.62044, 5.13011, 40.0144
6.33711, 3.64346, 41.3759
4.10691, 6.6852, 35.3161
3.54554, 7.02036, 37.2062
5.37185, 4.14139, 38.6807
4.77557, 3.93289, 36.7831
3.56647, 5.4452, 40.3514
4.43435, 5.90661, 38.6096
5.09785, -0.398547, 29.7003
6.12682, 1.23712, 29.1848
5.26281, -0.222838, 31.9837
4.89869, -1.91753, 30.986
5.50484, -3.18305, 36.6265
4.4975, -0.594245, 33.7938
3.41127, -1.97264, 36.0134
5.2362, -1.79146, 35.2154
3.35218, 1.57685, 36.1375
2.93345, 0.327403, 34.633
2.80822, 1.8787, 33.3769
5.0563, -2.06776, 38.2249
5.57026, -2.831, 40.3886
4.21213, -0.646765, 41.5696
5.21702, -0.933533, 39.8644
4.85312, -0.980614, 43.4345
4.62749, -0.78322, 26.6612
5.39426, -1.73636, 28.2435
8.20675, -1.77886, 38.6263
7.17835, -1.11835, 40.2093
4.76919, 1.16909, 27.7178
3.0413, 0.248934, 27.3083
3.12641, 11.5169, 27.707
4.40238, 11.4536, 26.1682
1.80724, 10.1316, 28.2907
4.53913, 10.0006, 30.7743
4.47021, 10.594, 28.8657
3.6624, 12.7965, 24.8841
3.92063, 13.9812, 23.2935
7.41806, 11.0902, 25.3194
5.55549, 11.0112, 24.5952
5.44345, 8.15392, 35.0784
4.62145, 8.66356, 36.829
7.24687, 7.36263, 34.7298
7.12295, 6.17456, 36.3339
4.3834, 10.5459, 33.47
3.92326, 8.6419, 33.8739
6.97073, 9.39239, 29.5848
5.64892, 8.12078, 30.3822
4.45201, 8.39313, 31.9612
6.14226, 2.45083, 12.3214
5.85403, 1.88462, 10.425
4.44185, 4.83125, 13.4731
5.36053, 3.88981, 14.9797
2.52761, 4.70758, 12.9071
5.44989, 2.06844, 14.1584
4.99322, 1.13296, 18.7758
4.47166, 2.07418, 20.4616
3.30503, 4.23451, 17.9352
4.73581, 3.57641, 19.168
4.99839, 2.09593, 17.0229
5.43435, 0.721631, 15.6368
3.36602, 5.93365, 16.882
5.41623, 3.96176, 24.7085
4.71207, 2.18932, 24.1063
4.85827, 0.0606865, 23.8128
5.97387, 0.0964754, 25.4724
4.84534, 1.35911, 22.2917
3.74782, 4.60093, 23.8097
6.85303, 4.13372, 11.5074
5.59731, -1.27649, 9.07391
4.39986, -2.87363, 9.19724
4.39162, -0.867959, 12.6919
4.16798, 0.534386, 14.1002
3.50199, -2.46315, 11.8771
3.72463, -2.85858, 13.8249
2.65821, -2.41055, 10.0645
3.50261, 1.74278, 12.6521
5.527, -3.72539, 13.8327
6.51699, -3.95334, 15.5554
1.89093, 0.929342, 9.71726
2.48106, 0.416312, 11.5581
2.34373, 0.462258, 7.82603
4.04705, -0.0590876, 8.73533
3.65174, 3.48446, 6.42311
4.28276, 4.90787, 7.67838
2.04305, 3.14677, 7.56243
2.08576, 1.6494, 6.23728
5.78985, 3.56388, 9.34061
6.2685, 4.88281, 7.91538
6.3627, 0.750365, 4.49912
6.97135, 2.63405, 4.21405
4.49539, 0.05514, 4.67163
5.62159, 2.33247, 7.77368
6.57123, 2.9901, 6.14099
6.54235, 4.46177, 3.5246
