x, y, z
4.84469, 18.0969, 4.35072
5.08653, 17.2169, 6.13036
6.16569, 18.2821, 2.86056
4.18326, 19.7418, 2.67116
2.84175, 19.0941, 1.33671
3.99868, 19.8829, 4.65761
2.11771, 20.9278, 0.999999
3.16884, 17.3676, 6.67784
7.71621, 17.5883, 1.80491
8.18226, 18.5749, 3.48102
8.49398, 15.8847, 1.10283
9.23491, 18.6108, 0.999998
10.5649, 17.4107, 1.88917
-0.357221, 9.79242, 0.999999
-0.241728, 9.06485, 5.61226
1.55324, 9.89053, 5.92256
-0.834305, 7.90008, 4.09828
0.118049, 8.49324, 2.44438
-1.69798, 7.67044, 2.30583
0.415878, 11.6369, 0.999999
1.37473, 11.7738, 5.27337
-2.29226, 14.9372, 3.53049
-0.809133, 14.4924, 4.79636
0.0494949, 16.2577, 4.41365
0.277075, 17.5451, 5.92717
1.82888, 17.6317, 4.66846
1.70893, 18.5287, 2.88495
1.05972, 20.4204, 2.90048
2.06634, 15.9734, 5.76096
2.25765, 15.9474, 7.75161
0.876434, 15.5159, 9.13219
-0.390332, 12.679, 5.5286
-1.52902, 12.7596, 3.88639
-0.81446, 11.8565, 7.30163
-2.49853, 11.0146, 3.76386
-2.35901, 9.85226, 8.73427
-4.33289, 9.92045, 8.41942
-5.65028, 8.41568, 8.43114
-1.72322, 9.21876, 6.94698
6.1637, 0.015947, 16.8036
5.94408, -1.68784, 15.7795
6.75954, 0.509674, 14.9594
5.54474, 2.06584, 14.6391
4.33291, 1.68825, 13.0935
7.30318, -0.143679, 10.6043
7.83179, 1.97194, 14.1156
10.4833, 1.32402, 13.3696
8.83259, 1.87941, 12.3865
9.04865, 0.828088, 10.6989
8.46479, 0.187639, 8.89639
4.21822, 0.0179138, 24.9465
4.49292, -1.00122, 23.2477
4.50234, 0.580096, 22.0232
4.28185, 0.785031, 20.046
1.41048, 0.331578, 20.2873
2.62472, 1.9047, 20.0618
0.307081, -0.600956, 18.9043
5.32836, 0.967935, 18.3515
0.272941, 2.21587, 13.5002
0.251103, 2.00203, 15.4886
2.1364, -1.1569, 16.0025
0.543859, -1.26173, 14.7972
1.84645, 0.484585, 18.232
1.60759, 0.754002, 16.2647
2.55247, -7.62865, 14.2989
0.601189, -7.46689, 14.7067
3.49022, -8.30013, 16.2845
4.4246, -7.22861, 14.8778
8.32253, -7.68819, 18.9375
5.00345, -9.12076, 17.3027
6.21892, -8.69643, 19.8226
6.68143, -8.23341, 17.9327
4.93119, -11.0754, 20.0762
5.04886, -10.9617, 18.0829
3.09819, -11.38, 17.9419
7.63933, -5.97137, 19.7028
7.21256, -4.90631, 21.755
5.62832, -2.92969, 20.4929
7.20563, -4.03528, 19.9546
4.83864, -2.73928, 22.3205
1.47477, -7.23815, 11.4196
2.88005, -6.53501, 12.6568
10.3884, -4.71711, 20.7232
8.85775, -3.44413, 20.9143
0.456239, -8.45818, 12.9757
1.56375, -9.23444, 11.5024
-5.09859, 6.65503, 13.7703
-5.59232, 7.11918, 11.8886
-5.28205, 4.89982, 14.7113
-1.49376, 5.84014, 13.981
-3.30269, 6.03102, 13.1495
-4.03413, 8.19365, 11.2424
-2.42801, 8.35815, 10.062
-7.40384, 6.20463, 9.47422
-6.38943, 7.77854, 10.1769
2.65346, 5.71834, 15.7995
3.3544, 6.74564, 17.3658
3.59632, 5.22988, 14.1047
4.08232, 3.42016, 14.8037
-0.116274, 7.03422, 15.9693
0.812563, 5.33913, 16.483
-0.778628, 4.82596, 11.4509
-0.801438, 3.87795, 13.2118
-0.326127, 4.59129, 15.0188
-2.3969, -14.497, 3.38851
-3.00746, -16.0742, 4.45615
-4.33863, -12.0272, 3.74277
-2.66696, -11.4398, 2.81513
-4.87891, -11.7319, 5.64562
-1.41432, -12.7714, 3.62628
-0.274162, -9.52694, 5.6985
-1.25718, -7.90388, 6.33045
-1.80737, -7.90575, 2.85078
-0.731118, -7.41564, 4.46367
-0.338696, -10.0826, 3.77834
0.402245, -11.9391, 3.71277
-1.51684, -7.20562, 0.999999
-3.32623, -4.3728, 8.72468
-2.63192, -6.17564, 9.24204
-1.24855, -7.4928, 10.2375
-0.293561, -6.3114, 11.5384
-1.34209, -7.335, 8.24595
-4.53833, -5.48848, 7.59065
-3.88336, -15.0047, 2.15048
-1.79172, -17.9355, 6.86264
-0.51155, -17.9662, 8.39894
-0.0927052, -14.5837, 6.23683
-0.371404, -12.8219, 5.33208
0.687194, -15.4279, 7.87361
2.15938, -14.3933, 7.00052
-0.449682, -16.1965, 9.32852
-2.2661, -12.907, 5.96678
2.87377, -15.7551, 5.72183
4.06116, -15.1845, 4.21702
-3.53092, -14.4079, 8.79869
-1.96918, -13.6669, 7.79281
-4.22717, -16.1981, 9.35599
-3.0806, -16.7325, 7.80687
-7.12118, -16.5944, 7.49439
-7.18224, -15.4503, 5.85512
-6.55904, -15.0295, 8.60571
-6.14434, -16.6464, 9.70736
-5.00457, -15.9794, 4.50669
-6.9054, -16.5095, 4.18141
-7.03936, -20.9148, 4.28506
-5.94392, -20.4466, 2.67858
-8.43306, -19.8167, 5.20796
-4.89377, -17.8309, 5.25489
-4.84647, -19.2539, 3.85041
-5.78121, -19.3715, 0.999998
