x, y, z
4.79137, 17.9781, 4.30757
5.02375, 17.0977, 6.08827
6.13759, 18.2152, 2.84763
4.08412, 19.5944, 2.61894
2.74848, 18.9697, 1.26771
3.87913, 19.7331, 4.60356
1.98891, 20.8004, 0.999999
3.08692, 17.1585, 6.58323
7.67838, 17.5397, 1.76617
8.15798, 18.4555, 3.47821
8.43204, 15.853, 0.999999
9.21166, 18.5702, 0.999998
10.5241, 17.3138, 1.8361
0.960683, 8.82051, 3.19007
2.26961, 9.24082, 7.65259
3.68204, 10.3611, 6.78664
0.849573, 8.13212, 6.78412
1.37071, 7.83005, 4.87851
-0.561903, 7.88681, 5.38444
2.43653, 9.5971, 2.0861
2.68199, 11.6541, 5.63413
-1.77447, 13.7843, 4.54504
-0.012622, 13.9134, 5.48271
0.294678, 15.7109, 4.66159
0.256806, 17.314, 5.85686
1.78501, 17.4111, 4.57033
1.63392, 18.3282, 2.79941
0.895514, 20.1864, 2.83814
2.03891, 15.7402, 5.63974
2.22578, 15.6881, 7.63031
0.861943, 15.1699, 8.99831
0.972328, 12.4046, 6.35083
-0.653133, 11.9389, 5.28269
1.34828, 12.0282, 8.27876
-1.23716, 10.1199, 5.87438
2.92316, 9.40343, 11.4467
2.15737, 7.89456, 12.513
3.06759, 6.23287, 13.1535
2.18987, 8.98257, 9.63424
6.25514, -0.0205954, 30.8417
5.55702, -0.701427, 29.0955
7.87693, -0.0278706, 29.6713
7.28344, 1.29891, 28.2975
7.31272, 0.468164, 26.4784
10.8586, -1.89343, 26.9685
9.40789, 1.20211, 29.2928
11.8732, 0.588186, 30.5388
11.2291, 0.685424, 28.6478
12.293, -0.797201, 27.8293
12.8455, -1.98866, 26.3209
4.27282, 0.306442, 38.8975
4.16788, -0.697881, 37.1711
4.31649, 0.890597, 35.965
4.37035, 1.10294, 33.9771
1.66918, 1.34563, 32.9031
2.991, 2.54151, 33.8101
0.825725, 1.55767, 31.1021
5.61843, 1.03628, 32.4157
3.24367, 2.9403, 26.1515
2.5938, 3.4219, 27.9807
4.37227, 0.734077, 29.8274
3.71621, 0.265221, 27.9972
2.6554, 2.33384, 31.3253
3.48745, 2.50013, 29.5142
0.570027, -8.73069, 24.7068
1.26847, -7.72541, 23.1251
1.3881, -7.37857, 26.3725
0.874802, -9.29811, 26.6002
3.0921, -7.71802, 31.619
1.30026, -6.6659, 28.2391
1.12927, -6.29155, 31.0386
2.42015, -7.19747, 29.8086
1.21604, -3.45265, 29.3283
0.204446, -5.11518, 28.8672
-0.251181, -4.34434, 27.0788
3.15818, -5.89579, 32.4406
4.2112, -5.38931, 34.4809
3.28448, -2.7167, 34.389
3.7861, -4.08829, 33.0226
4.09377, -2.44329, 36.1974
-0.432612, -10.5937, 22.442
0.546127, -10.6613, 24.1849
6.3083, -6.00453, 31.9491
5.76176, -4.39899, 33.0091
-0.444922, -8.37262, 22.3218
-2.06473, -9.47347, 22.7272
2.5962, 7.57831, 18.6015
2.9388, 6.76845, 16.8052
1.1431, 7.14806, 19.9067
4.02076, 5.53962, 21.3434
3.67454, 6.13195, 19.4648
2.75192, 8.31158, 15.5467
3.1195, 9.12855, 13.7586
4.63476, 4.6606, 15.1842
2.95487, 5.74174, 15.089
4.51089, 4.45118, 25.8177
3.5857, 5.08317, 27.4744
6.37874, 3.76536, 25.6159
6.17387, 2.52099, 27.1682
3.44265, 6.50512, 23.7998
3.00862, 4.6902, 24.5193
6.36743, 4.37773, 20.4138
4.79263, 3.46281, 21.2402
3.58334, 4.12577, 22.6887
-2.55421, -15.8625, 9.07534
-3.91605, -16.7964, 7.94692
-2.01947, -12.8208, 8.4612
-1.17411, -13.3015, 10.2088
-3.7129, -11.8093, 8.13101
-2.43715, -14.7588, 10.7391
-1.74774, -12.5752, 14.8777
-1.03484, -10.8375, 15.5647
-1.45387, -10.1973, 12.1259
-0.385009, -10.877, 13.6737
-1.6821, -13.0114, 12.9269
-2.49981, -14.8266, 12.7369
-0.751722, -9.8614, 10.2836
1.24075, -7.44299, 17.9783
-0.100043, -8.84007, 18.4787
-0.694464, -10.655, 19.4744
0.721588, -10.2864, 20.8378
-0.575726, -10.5083, 17.4833
-0.261087, -6.83994, 16.8032
-1.46855, -15.83, 7.39598
-6.7861, -18.4887, 8.55196
-8.40388, -18.5196, 9.72747
-5.5279, -16.1905, 11.3421
-4.19881, -14.736, 11.6857
-7.40123, -16.7638, 11.7444
-6.47179, -16.5534, 13.5028
-8.86225, -16.6858, 10.3809
-4.64226, -14.0356, 9.86556
-5.66494, -18.3698, 13.7254
-4.21375, -18.6588, 15.071
-7.62029, -14.2108, 8.14133
-6.6195, -14.3364, 9.86836
-8.52392, -15.445, 6.85288
-7.27273, -16.7236, 7.74723
-6.57716, -15.3152, 3.92374
-4.69293, -14.6894, 4.16463
-7.25311, -13.8299, 5.08007
-8.78178, -15.1067, 4.89865
-3.64859, -16.1332, 6.07913
-3.37992, -16.1965, 4.09828
-7.47513, -19.4855, 3.51771
-5.84947, -19.1965, 2.38913
-8.82419, -18.1417, 4.12954
-5.22104, -17.2869, 5.63596
-4.959, -18.388, 3.98705
-4.93281, -18.0872, 1.00016
