x, y, z
4.80908, 18.0212, 4.32237
5.0449, 17.1176, 6.09095
6.13984, 18.2396, 2.84543
4.16498, 19.6935, 2.66316
2.85021, 19.0656, 1.29308
3.94499, 19.7952, 4.64841
2.10353, 20.8977, 0.999998
3.11087, 17.1833, 6.59609
7.67789, 17.5558, 1.76523
8.16099, 18.4695, 3.47745
8.42329, 15.865, 0.999998
9.21712, 18.5782, 0.999999
10.5228, 17.3269, 1.85407
-0.210868, 9.7343, 0.999999
0.610067, 8.80056, 5.50207
2.35905, 9.769, 5.55832
-0.148314, 7.67917, 4.02988
0.525381, 8.39461, 2.28963
-1.25491, 7.49012, 2.37119
0.461051, 11.618, 0.999998
1.94506, 11.6203, 4.92483
-2.10301, 14.4381, 3.51791
-0.505832, 14.1347, 4.68278
0.142872, 15.9827, 4.27788
0.239285, 17.3, 5.77971
1.81492, 17.4804, 4.56119
1.70631, 18.4392, 2.80939
1.04534, 20.3253, 2.88541
2.07986, 15.7905, 5.59751
2.21833, 15.6951, 7.59042
0.814129, 15.1719, 8.91498
0.140523, 12.3663, 5.35737
-1.15571, 12.3439, 3.83446
-0.0343924, 11.5118, 7.15716
-1.97357, 10.5193, 3.79276
-1.00005, 9.25695, 8.97326
-2.99253, 9.08652, 9.00415
-4.10017, 7.48735, 9.46863
-0.615758, 8.73562, 7.08103
6.64526, 0.0834469, 20.0794
6.32907, -1.52835, 18.9383
7.62035, 0.520358, 18.3887
6.60726, 2.1592, 17.8522
5.63389, 1.83713, 16.135
8.94182, -0.195592, 14.2134
8.93925, 1.89474, 17.7792
11.6297, 1.0482, 17.5516
10.2446, 1.7186, 16.2742
10.7033, 0.644596, 14.6506
10.4318, 0.0389954, 12.7639
4.18058, 0.0775309, 27.9731
4.29715, -0.878535, 26.2203
4.48082, 0.750749, 25.075
4.49463, 1.04188, 23.0963
1.57875, 1.00178, 23.0285
3.01935, 2.38878, 22.9994
0.523501, 0.266858, 21.4967
5.72409, 1.11969, 21.5208
1.62572, 2.48672, 15.9726
1.29061, 2.50715, 17.9442
2.83499, -0.691328, 19.0314
1.48247, -0.814579, 17.5633
2.26005, 1.14787, 21.0405
2.39786, 1.26024, 19.0484
1.96081, -6.44935, 14.9285
0.13046, -5.65216, 14.809
2.33999, -6.62868, 17.1861
3.76072, -6.39144, 15.7985
6.60082, -7.48992, 20.6542
3.2415, -7.76687, 18.5615
4.20794, -7.91717, 21.2168
5.00925, -7.45538, 19.4435
1.99324, -9.10032, 21.4219
2.45356, -9.3522, 19.492
0.539616, -9.05344, 18.9944
6.19037, -5.84987, 21.7227
6.13907, -5.1247, 23.9586
4.78195, -2.74685, 23.2419
6.10126, -3.9498, 22.3406
4.40874, -2.59563, 25.2009
1.46744, -6.72394, 11.8812
2.85214, -6.08557, 13.1754
9.19032, -5.20672, 22.5931
7.91109, -3.78388, 23.1754
-0.0928822, -7.07959, 13.426
0.893142, -8.54245, 12.4838
-3.24627, 7.63999, 15.0416
-3.80945, 7.3345, 13.147
-3.55203, 6.47378, 16.6374
0.114127, 6.25168, 15.7371
-1.57006, 6.59877, 14.7158
-2.42185, 8.3014, 12.0795
-0.968248, 8.25938, 10.7064
-5.25366, 5.31532, 11.2017
-4.69995, 7.23067, 11.3592
3.8139, 6.05811, 18.3407
4.32369, 7.08662, 19.9785
4.99102, 5.40015, 16.8638
5.2555, 3.6301, 17.7565
1.19333, 7.57451, 17.826
1.85064, 5.89187, 18.6842
1.17967, 4.8984, 13.5167
0.75279, 4.16695, 15.3285
0.943546, 5.05659, 17.1096
-2.27113, -14.2323, 3.50351
-3.01152, -15.7816, 4.52887
-4.20886, -11.7346, 3.52973
-2.42417, -11.1924, 2.80802
-4.98445, -11.3761, 5.33802
-1.30401, -12.5093, 3.81344
-0.16378, -9.11884, 5.88552
-1.04705, -7.38643, 6.353
-1.69713, -7.70296, 2.9051
-0.541436, -7.13301, 4.43464
-0.219829, -9.82737, 4.01607
0.497499, -11.692, 4.10773
-1.46973, -7.13828, 0.999999
-2.64672, -3.38459, 8.32848
-2.18677, -5.19413, 9.0454
-0.983009, -6.56232, 10.1937
0.0952297, -5.36029, 11.3738
-1.05695, -6.60882, 8.19562
-3.99375, -4.45373, 7.3075
-3.61638, -14.7551, 2.11898
-2.14731, -17.5736, 7.12634
-1.07585, -17.564, 8.81509
-0.348555, -14.2511, 6.62402
-0.48933, -12.5157, 5.63998
0.206356, -15.051, 8.37107
1.78972, -14.0549, 7.66354
-1.11564, -15.7662, 9.69048
-2.45066, -12.5678, 6.02787
2.64557, -15.4604, 6.52687
4.02174, -14.9449, 5.17025
-4.08505, -13.9761, 8.71446
-2.39911, -13.2758, 7.89762
-4.86417, -15.7437, 9.23252
-3.53414, -16.3333, 7.86019
-7.49249, -16.2096, 7.02657
-7.33286, -15.1353, 5.34713
-7.06756, -14.6002, 8.1354
-6.81478, -16.1698, 9.34892
-4.99815, -15.7007, 4.31271
-6.83938, -16.263, 3.77077
-7.05172, -20.6905, 4.35315
-5.94533, -20.2914, 2.73557
-8.48004, -19.5718, 5.1948
-4.98419, -17.5087, 5.16767
-4.88862, -19.0101, 3.84986
-5.78317, -19.3108, 0.999999
