x, y, z
4.78482, 17.9641, 4.30397
5.0087, 17.0515, 6.06945
6.13257, 18.2108, 2.84701
4.15279, 19.6449, 2.64874
2.86443, 19.0379, 1.24459
3.89232, 19.724, 4.63012
2.08923, 20.8652, 0.999998
3.05771, 17.0053, 6.50702
7.67746, 17.5441, 1.76589
8.1514, 18.4628, 3.47799
8.44098, 15.8617, 0.999998
9.20496, 18.5834, 0.999999
10.5249, 17.3528, 1.86213
-0.0393722, 9.67572, 1
1.73945, 8.64261, 5.19287
3.3394, 9.78347, 4.82062
0.651704, 7.5619, 3.90878
0.937264, 8.2995, 2.0734
-0.798376, 7.42238, 2.53424
0.568246, 11.5812, 0.999998
2.59345, 11.5531, 4.26197
-1.8775, 13.9292, 3.62941
-0.101642, 13.7995, 4.54017
0.258228, 15.7206, 4.11609
0.224576, 17.0416, 5.61743
1.81949, 17.325, 4.44445
1.71489, 18.3449, 2.72727
1.03209, 20.2197, 2.86504
2.12351, 15.6077, 5.42348
2.20624, 15.4397, 7.41468
0.788815, 14.8009, 8.67278
0.840622, 12.11, 5.0477
-0.717403, 11.9481, 3.8042
1.10669, 11.2487, 6.83299
-1.33486, 10.0476, 3.88887
1.22266, 8.70097, 9.01117
-0.573915, 8.08826, 9.64115
-1.04887, 6.40078, 10.6039
1.07163, 8.32919, 7.05184
7.17291, 0.932488, 24.1326
6.80338, -0.40787, 22.695
8.55573, 1.35083, 22.7496
7.7476, 3.01282, 21.985
7.21898, 2.70948, 20.0801
10.8888, 0.603445, 19.0517
10.015, 2.69668, 22.5067
12.6565, 1.79454, 22.9711
11.6584, 2.49325, 21.3851
12.4959, 1.40966, 19.9275
12.7035, 0.808356, 18.0314
4.16043, 0.295219, 31.6276
3.97359, -0.349204, 29.7435
4.46269, 1.37468, 28.8552
4.76792, 1.89698, 26.9489
1.90821, 2.35557, 26.602
3.54055, 3.47495, 26.8891
0.955715, 1.9549, 24.8896
6.18172, 1.95684, 25.5356
3.27777, 2.86948, 19.4802
2.64536, 3.35054, 21.3155
3.77475, 0.379308, 23.2374
2.76713, 0.0118683, 21.5493
2.86093, 2.54258, 24.7324
3.4312, 2.30697, 22.8299
1.85212, -4.27764, 15.6282
1.38571, -2.62097, 14.6095
2.18711, -3.43134, 17.7363
3.00729, -5.11346, 17.0307
3.73418, -5.73985, 22.5448
1.76361, -3.90011, 19.6339
1.55075, -4.54388, 22.3811
2.96958, -4.74685, 20.9862
0.291782, -2.02435, 22.0492
0.0974656, -3.42141, 20.6313
-0.60673, -2.042, 19.3659
3.63946, -4.27249, 23.9005
4.26461, -4.25941, 26.167
3.26809, -1.63287, 26.5108
4.07377, -2.65308, 24.9909
3.64667, -1.84998, 28.4626
1.18377, -5.6124, 12.9122
2.62208, -5.56039, 14.3009
6.82648, -4.28602, 24.0203
6.02663, -2.96409, 25.2902
0.0800444, -3.88233, 13.7703
-0.5603, -5.774, 13.8777
0.194947, 8.41296, 15.7126
-0.363422, 7.36764, 14.1016
-0.553955, 8.34305, 17.5658
2.55521, 6.52885, 17.8534
1.42623, 6.93228, 16.2525
0.556765, 8.29987, 12.5902
1.6289, 8.20157, 10.9047
-0.967261, 4.50038, 12.9349
-1.28964, 6.44365, 12.5888
4.90893, 6.92278, 21.5668
4.90981, 7.89729, 23.3133
6.46813, 6.22632, 20.5257
6.49862, 4.517, 21.5637
2.73488, 8.31389, 19.9024
2.93433, 6.85544, 21.2564
4.00772, 4.49962, 16.618
2.82437, 4.35843, 18.2242
2.52413, 5.70255, 19.6744
-1.8307, -13.4939, 3.57012
-2.75987, -15.0451, 4.42481
-3.59917, -10.9036, 3.20723
-1.67968, -10.4552, 2.86884
-4.70849, -10.5003, 4.82177
-0.856399, -11.8218, 4.07491
0.480426, -8.31721, 6.25219
0.113373, -6.36314, 6.46868
-0.379368, -6.86849, 3.01719
0.793722, -6.49032, 4.59226
0.31879, -9.19955, 4.46464
0.889343, -11.098, 4.7295
0.138895, -6.64444, 1.09855
0.0869207, -1.82922, 7.83931
-0.318531, -3.55442, 8.76626
0.0642844, -5.12006, 10.1952
1.38805, -4.27862, 11.436
0.21205, -5.40404, 8.22094
-1.46723, -2.40377, 6.71927
-2.98814, -13.9175, 1.99504
-2.54328, -16.8377, 7.17678
-1.84794, -16.8346, 9.052
-0.564576, -13.5753, 7.02776
-0.433104, -11.8472, 6.02943
-0.40948, -14.3753, 8.85418
1.32474, -13.4524, 8.47922
-2.00033, -15.0205, 9.88028
-2.43278, -11.8239, 6.00288
2.33057, -14.9022, 7.53776
3.96985, -14.4559, 6.4825
-4.63976, -13.1514, 8.29184
-2.79592, -12.5205, 7.84212
-5.57319, -14.8838, 8.6487
-4.00612, -15.5387, 7.59262
-7.6827, -15.3952, 5.9456
-7.14582, -14.4188, 4.28477
-7.43455, -13.7391, 7.03901
-7.51858, -15.243, 8.35476
-4.64858, -15, 3.76854
-6.34242, -15.6364, 2.91655
-6.96645, -19.8946, 4.56319
-5.88891, -19.7879, 2.88167
-8.37738, -18.6398, 5.22256
-4.87172, -16.6726, 4.84206
-4.80829, -18.3395, 3.7386
-5.75597, -19.1233, 0.999999
