x, y, z
5.17341, 18.1498, 5.04817
5.44376, 17.1635, 6.76693
6.45488, 18.3873, 3.53113
4.47601, 19.891, 3.48399
3.04183, 19.3976, 2.18026
4.38439, 19.9358, 5.48138
2.44105, 21.2908, 1.94612
3.58232, 17.4458, 7.44172
8.01835, 17.7623, 2.45182
8.46101, 18.8805, 4.04985
8.91047, 16.09, 1.81357
9.41495, 18.857, 1.52915
10.8729, 17.8261, 2.43001
-1.07333, 9.99232, 0.999998
-3.50461, 10.7496, 4.9151
-1.8525, 10.7844, 6.04173
-3.89385, 9.62753, 3.30595
-2.15526, 9.13929, 2.44974
-3.80059, 9.31775, 1.32937
0.374979, 11.2966, 1.44865
-1.04244, 12.5836, 5.71501
-2.57494, 17.1798, 3.84291
-1.683, 16.0049, 5.19348
-0.061195, 17.1741, 5.14234
0.593356, 17.9569, 6.86244
2.05533, 17.889, 5.49935
1.92963, 18.8491, 3.74937
1.39475, 20.7739, 3.8455
2.15459, 16.1809, 6.53485
2.58253, 16.063, 8.48496
1.33223, 15.793, 10.0224
-2.26549, 14.166, 5.72203
-2.80548, 14.808, 3.90648
-3.43169, 13.5467, 7.22414
-4.35212, 13.6805, 3.32637
-6.06471, 13.0417, 6.65922
-7.66928, 13.5461, 5.5771
-9.18423, 12.3861, 4.97759
-5.12629, 11.8238, 5.38019
-0.0479659, 2.73125, 7.3355
0.0636226, 1.15027, 6.11566
-1.30108, 3.2081, 5.85148
-2.21906, 4.76897, 6.70058
-4.20215, 4.58741, 6.51518
2.17049, 3.46926, 2.84063
-1.4557, 4.65795, 4.48253
0.0404756, 6.48916, 2.92817
-0.688153, 4.64972, 2.6357
0.752988, 3.8711, 1.48816
2.10189, 2.4775, 0.999997
3.46193, -0.278796, 13.9697
3.00105, -0.138406, 12.0286
2.07691, 1.63217, 12.1336
0.576979, 2.45978, 11.1014
-0.964309, 1.9579, 13.5266
-0.213234, 3.55121, 12.5794
-2.8009, 1.17768, 13.3918
0.102025, 3.15003, 9.2854
-6.41275, 3.98424, 9.31861
-5.07109, 3.78324, 10.7881
-3.59541, 0.436515, 10.1408
-5.57661, 0.494046, 10.4082
-2.1215, 2.14053, 11.7759
-3.65227, 2.40033, 10.5152
4.48358, -6.12631, 10.9623
4.43173, -7.28829, 12.5893
6.70723, -5.85636, 10.4569
5.27251, -4.5157, 10.0772
8.9141, -1.86008, 7.38767
8.17918, -5.30029, 9.2223
9.40689, -2.78701, 9.65117
8.32756, -3.60139, 8.17747
11.5369, -5.3687, 9.71181
9.91593, -6.25161, 8.94176
9.82975, -7.47546, 10.5212
7.36169, -0.739563, 7.96599
6.3249, 0.234509, 9.83794
3.79099, 0.150648, 8.58048
5.67882, 0.340991, 7.94817
3.13448, -0.868247, 10.1713
1.56969, -6.75119, 10.1116
2.68735, -5.2567, 10.8308
8.40299, 2.26698, 8.18354
6.4245, 2.12989, 8.44192
2.9023, -8.30217, 10.9866
2.77763, -7.91977, 9.0275
-10.6925, 9.29354, 9.47434
-10.4366, 10.4114, 7.83581
-11.6651, 7.55579, 9.65947
-7.25892, 7.95408, 9.8202
-9.06524, 8.22892, 9.00678
-8.64671, 11.2585, 8.11647
-6.71665, 11.4101, 7.6146
-11.8168, 10.9313, 5.0479
-10.502, 11.725, 6.32904
-3.14113, 7.89592, 10.2486
-1.60327, 8.36218, 11.4392
-3.25984, 8.02323, 8.2562
-2.96904, 6.05699, 8.03419
-5.50802, 8.92373, 11.9138
-4.42611, 7.26333, 11.6445
-7.87651, 6.48583, 7.64471
-7.30369, 5.7718, 9.42291
-6.11717, 6.62687, 10.7871
-2.70762, -14.7023, 3.20568
-3.18499, -16.2765, 4.34329
-4.40223, -12.2734, 4.30341
-3.04505, -11.6056, 2.99492
-4.38224, -12.1401, 6.29886
-1.65071, -13.007, 3.29845
-0.203655, -10.0183, 5.25399
-1.15991, -8.55185, 6.22095
-1.84928, -8.10249, 2.79552
-0.767411, -7.73656, 4.43735
-0.518137, -10.3374, 3.30482
0.137725, -12.1898, 2.93282
-1.55874, -7.27082, 0.999999
-3.85433, -6.3306, 9.4301
-2.54281, -7.83741, 9.52718
-0.667662, -8.71948, 10.115
0.306995, -7.56934, 11.4292
-1.12102, -8.32436, 8.20758
-4.80269, -7.62029, 8.23123
-4.38648, -15.1534, 2.21678
-1.83463, -18.1392, 6.60308
-0.374315, -18.1989, 7.96831
-0.0107683, -14.8932, 5.69206
-0.322853, -13.1365, 4.78842
0.891145, -15.7372, 7.26504
2.31301, -14.793, 6.22253
-0.126952, -16.4188, 8.84581
-2.17179, -13.1852, 5.54937
2.84159, -16.2191, 4.92368
3.90296, -15.7431, 3.29676
-3.24163, -14.476, 8.55959
-1.75125, -13.8185, 7.39924
-3.89351, -16.2159, 9.29981
-2.95824, -16.8613, 7.654
-6.98485, -16.6334, 7.82431
-7.20117, -15.5721, 6.14296
-6.27903, -15.028, 8.78582
-5.75932, -16.5982, 9.91021
-5.16326, -16.1879, 4.62365
-7.08881, -16.7155, 4.50586
-7.09011, -21.1179, 4.1941
-5.97442, -20.5744, 2.62572
-8.50085, -20.0671, 5.14566
-4.96766, -18.0551, 5.31303
-4.89695, -19.4333, 3.8654
-5.79241, -19.4238, 0.999998
