dz, F
1.68e-07, 0
1.67911e-07, 4.6587e-16
1.67823e-07, 1.82515e-15
1.67734e-07, 4.03428e-15
1.67646e-07, 7.05251e-15
1.67558e-07, 1.08463e-14
1.67469e-07, 1.53718e-14
1.67381e-07, 2.05998e-14
1.67292e-07, 2.65086e-14
1.67204e-07, 3.30529e-14
1.67116e-07, 4.02141e-14
1.67027e-07, 4.79557e-14
1.66939e-07, 5.62257e-14
1.66851e-07, 6.50129e-14
1.66762e-07, 7.43067e-14
1.66674e-07, 8.40765e-14
1.66586e-07, 9.43019e-14
1.66498e-07, 1.04963e-13
1.66409e-07, 1.16032e-13
1.66321e-07, 1.27488e-13
1.66233e-07, 1.39306e-13
1.66145e-07, 1.51468e-13
1.66057e-07, 1.6396e-13
1.65969e-07, 1.76767e-13
1.65881e-07, 1.89886e-13
1.65793e-07, 2.03284e-13
1.65705e-07, 2.16958e-13
1.65617e-07, 2.30891e-13
1.65529e-07, 2.45088e-13
1.65441e-07, 2.59537e-13
1.65353e-07, 2.74229e-13
1.65265e-07, 2.89166e-13
1.65177e-07, 3.04323e-13
1.65089e-07, 3.19673e-13
1.65002e-07, 3.35209e-13
1.64914e-07, 3.50949e-13
1.64826e-07, 3.66869e-13
1.64738e-07, 3.82938e-13
1.64651e-07, 3.99169e-13
1.64563e-07, 4.15556e-13
1.64475e-07, 4.3206e-13
1.64388e-07, 4.48703e-13
1.643e-07, 4.65485e-13
1.64212e-07, 4.82399e-13
1.64125e-07, 4.99416e-13
1.64037e-07, 5.1657e-13
1.6395e-07, 5.33831e-13
1.63862e-07, 5.51197e-13
1.63775e-07, 5.68668e-13
1.63688e-07, 5.86215e-13
1.636e-07, 6.03837e-13
1.63513e-07, 6.21524e-13
1.63426e-07, 6.39283e-13
1.63338e-07, 6.57129e-13
1.63251e-07, 6.75031e-13
1.63164e-07, 6.92979e-13
1.63077e-07, 7.11009e-13
1.6299e-07, 7.29118e-13
1.62903e-07, 7.47308e-13
1.62816e-07, 7.6558e-13
1.62729e-07, 7.83923e-13
1.62642e-07, 8.02354e-13
1.62555e-07, 8.20887e-13
1.62468e-07, 8.39513e-13
1.62381e-07, 8.58222e-13
1.62294e-07, 8.77032e-13
1.62207e-07, 8.95959e-13
1.6212e-07, 9.15004e-13
1.62034e-07, 9.34149e-13
1.61947e-07, 9.53386e-13
1.6186e-07, 9.72733e-13
1.61774e-07, 9.92192e-13
1.61687e-07, 1.01176e-12
1.61601e-07, 1.03144e-12
1.61514e-07, 1.05123e-12
1.61428e-07, 1.07112e-12
1.61341e-07, 1.09112e-12
1.61255e-07, 1.11123e-12
1.61169e-07, 1.13146e-12
1.61082e-07, 1.1518e-12
1.60996e-07, 1.17229e-12
1.6091e-07, 1.1929e-12
1.60824e-07, 1.21363e-12
1.60738e-07, 1.23449e-12
1.60652e-07, 1.25547e-12
1.60566e-07, 1.2766e-12
1.6048e-07, 1.29791e-12
1.60394e-07, 1.31938e-12
1.60308e-07, 1.34098e-12
1.60222e-07, 1.36272e-12
1.60136e-07, 1.38462e-12
1.60051e-07, 1.4067e-12
1.59965e-07, 1.42898e-12
1.59879e-07, 1.4514e-12
1.59794e-07, 1.47398e-12
1.59708e-07, 1.49671e-12
1.59623e-07, 1.51963e-12
1.59537e-07, 1.54275e-12
1.59452e-07, 1.56604e-12
1.59367e-07, 1.58954e-12
1.59281e-07, 1.61331e-12
1.59196e-07, 1.63732e-12
1.59111e-07, 1.66155e-12
1.59026e-07, 1.68595e-12
1.58941e-07, 1.71057e-12
1.58856e-07, 1.73537e-12
1.58771e-07, 1.7604e-12
1.58686e-07, 1.78564e-12
1.58602e-07, 1.81107e-12
1.58517e-07, 1.8367e-12
1.58432e-07, 1.86252e-12
1.58348e-07, 1.8886e-12
1.58263e-07, 1.91489e-12
1.58179e-07, 1.94144e-12
1.58094e-07, 1.9683e-12
1.5801e-07, 1.99541e-12
1.57926e-07, 2.0228e-12
1.57841e-07, 2.05047e-12
1.57757e-07, 2.07842e-12
1.57673e-07, 2.10663e-12
1.57589e-07, 2.13512e-12
1.57505e-07, 2.16393e-12
1.57421e-07, 2.19308e-12
1.57338e-07, 2.22254e-12
1.57254e-07, 2.25232e-12
1.5717e-07, 2.28243e-12
1.57087e-07, 2.31282e-12
1.57003e-07, 2.34355e-12
1.5692e-07, 2.37461e-12
1.56837e-07, 2.40604e-12
1.56753e-07, 2.43784e-12
1.5667e-07, 2.47006e-12
1.56587e-07, 2.50269e-12
1.56504e-07, 2.53574e-12
1.56421e-07, 2.56923e-12
1.56338e-07, 2.6032e-12
1.56255e-07, 2.63763e-12
1.56173e-07, 2.67254e-12
1.5609e-07, 2.70785e-12
1.56008e-07, 2.74366e-12
1.55925e-07, 2.77993e-12
1.55843e-07, 2.81666e-12
1.55761e-07, 2.85382e-12
1.55678e-07, 2.89142e-12
1.55596e-07, 2.92949e-12
1.55514e-07, 2.96808e-12
1.55432e-07, 3.00717e-12
1.55351e-07, 3.04678e-12
1.55269e-07, 3.08691e-12
1.55187e-07, 3.12755e-12
1.55106e-07, 3.16872e-12
1.55024e-07, 3.21044e-12
1.54943e-07, 3.25279e-12
1.54862e-07, 3.29577e-12
1.54781e-07, 3.33936e-12
1.547e-07, 3.38356e-12
1.54619e-07, 3.4284e-12
1.54538e-07, 3.47392e-12
1.54457e-07, 3.52016e-12
1.54377e-07, 3.56711e-12
1.54296e-07, 3.61481e-12
1.54216e-07, 3.66327e-12
1.54136e-07, 3.71254e-12
1.54055e-07, 3.76261e-12
1.53975e-07, 3.81355e-12
1.53896e-07, 3.86532e-12
1.53816e-07, 3.91798e-12
1.53736e-07, 3.97155e-12
1.53656e-07, 4.02598e-12
1.53577e-07, 4.08141e-12
1.53498e-07, 4.13781e-12
1.53418e-07, 4.19515e-12
1.53339e-07, 4.25352e-12
1.5326e-07, 4.31286e-12
1.53181e-07, 4.3731e-12
1.53103e-07, 4.43441e-12
1.53024e-07, 4.49687e-12
1.52946e-07, 4.56043e-12
1.52867e-07, 4.6251e-12
1.52789e-07, 4.69097e-12
1.52711e-07, 4.75796e-12
1.52633e-07, 4.82598e-12
1.52555e-07, 4.89517e-12
1.52478e-07, 4.96557e-12
1.524e-07, 5.0373e-12
1.52323e-07, 5.11022e-12
1.52245e-07, 5.18436e-12
1.52168e-07, 5.25977e-12
1.52091e-07, 5.33648e-12
1.52015e-07, 5.41477e-12
1.51938e-07, 5.49487e-12
1.51861e-07, 5.57658e-12
1.51785e-07, 5.65992e-12
1.51709e-07, 5.745e-12
1.51633e-07, 5.83184e-12
1.51557e-07, 5.9205e-12
1.51481e-07, 6.0111e-12
1.51405e-07, 6.10378e-12
1.5133e-07, 6.19849e-12
1.51255e-07, 6.29514e-12
1.5118e-07, 6.39377e-12
1.51105e-07, 6.49469e-12
1.5103e-07, 6.59801e-12
1.50955e-07, 6.70378e-12
1.50881e-07, 6.81205e-12
1.50807e-07, 6.92307e-12
1.50732e-07, 7.03683e-12
1.50659e-07, 7.15337e-12
1.50585e-07, 7.27286e-12
1.50511e-07, 7.39544e-12
1.50438e-07, 7.52121e-12
1.50365e-07, 7.65032e-12
1.50292e-07, 7.78289e-12
1.50219e-07, 7.91894e-12
1.50146e-07, 8.05899e-12
1.50074e-07, 8.20331e-12
1.50001e-07, 8.35183e-12
1.49929e-07, 8.50463e-12
1.49857e-07, 8.66191e-12
1.49786e-07, 8.82368e-12
1.49714e-07, 8.99036e-12
1.49643e-07, 9.16265e-12
1.49572e-07, 9.34084e-12
1.49501e-07, 9.52485e-12
1.4943e-07, 9.71563e-12
1.4936e-07, 9.91294e-12
1.4929e-07, 1.01174e-11
1.4922e-07, 1.03292e-11
1.4915e-07, 1.05482e-11
1.4908e-07, 1.07754e-11
1.49011e-07, 1.10115e-11
1.48942e-07, 1.1257e-11
1.48873e-07, 1.1513e-11
1.48804e-07, 1.17794e-11
1.48735e-07, 1.20577e-11
1.48667e-07, 1.23493e-11
1.48599e-07, 1.26553e-11
1.48531e-07, 1.29772e-11
1.48464e-07, 1.33158e-11
1.48396e-07, 1.36732e-11
1.48329e-07, 1.40514e-11
1.48262e-07, 1.44537e-11
1.48196e-07, 1.48825e-11
1.48129e-07, 1.53414e-11
1.48063e-07, 1.58354e-11
1.47997e-07, 1.637e-11
1.47932e-07, 1.69538e-11
1.47866e-07, 1.75996e-11
1.47801e-07, 1.83246e-11
1.47736e-07, 1.91516e-11
1.47672e-07, 2.0082e-11
1.47607e-07, 2.11086e-11
1.47543e-07, 2.2227e-11
1.47479e-07, 2.34322e-11
1.47416e-07, 2.47194e-11
1.47353e-07, 2.52004e-11
1.4729e-07, 2.54381e-11
1.47227e-07, 2.54527e-11
1.47165e-07, 2.52557e-11
1.47102e-07, 2.47818e-11
1.47041e-07, 2.40556e-11
1.46979e-07, 2.31035e-11
1.46918e-07, 2.19357e-11
1.46857e-07, 2.05704e-11
1.46796e-07, 1.90006e-11
1.46736e-07, 1.72306e-11
1.46675e-07, 1.52825e-11
1.46616e-07, 1.31606e-11
1.46556e-07, 1.08692e-11
1.46497e-07, 8.42859e-12
1.46438e-07, 5.84274e-12
1.46379e-07, 3.13241e-12
1.46321e-07, 3.14602e-13
1.46263e-07, -2.61343e-12
1.46206e-07, -5.64292e-12
1.46148e-07, -8.76232e-12
1.46091e-07, -1.19637e-11
1.46035e-07, -1.52355e-11
1.45978e-07, -1.85794e-11
1.45922e-07, -2.19905e-11
1.45866e-07, -2.54597e-11
1.45811e-07, -2.89811e-11
1.45756e-07, -3.2543e-11
1.45701e-07, -3.61333e-11
1.45647e-07, -3.97533e-11
1.45593e-07, -4.33963e-11
1.45539e-07, -4.70621e-11
1.45486e-07, -5.07449e-11
1.45433e-07, -5.44363e-11
1.45381e-07, -5.81331e-11
1.45328e-07, -6.18264e-11
1.45277e-07, -6.55267e-11
1.45225e-07, -6.92279e-11
1.45174e-07, -7.29301e-11
1.45123e-07, -7.66313e-11
1.45073e-07, -8.03047e-11
1.45023e-07, -8.39503e-11
1.44973e-07, -8.75715e-11
1.44924e-07, -9.11561e-11
1.44875e-07, -9.47152e-11
1.44826e-07, -9.82503e-11
1.44778e-07, -1.01748e-10
1.4473e-07, -1.05203e-10
1.44683e-07, -1.08608e-10
1.44636e-07, -1.11964e-10
1.44589e-07, -1.15285e-10
1.44543e-07, -1.18566e-10
1.44497e-07, -1.21801e-10
1.44452e-07, -1.24986e-10
1.44407e-07, -1.28118e-10
1.44363e-07, -1.31198e-10
1.44318e-07, -1.34227e-10
1.44275e-07, -1.37208e-10
1.44231e-07, -1.40128e-10
1.44188e-07, -1.42988e-10
1.44146e-07, -1.45796e-10
1.44104e-07, -1.48544e-10
1.44062e-07, -1.51226e-10
1.44021e-07, -1.53838e-10
1.4398e-07, -1.56385e-10
1.4394e-07, -1.58881e-10
1.439e-07, -1.61318e-10
1.4386e-07, -1.6369e-10
1.43821e-07, -1.66005e-10
1.43782e-07, -1.68258e-10
1.43744e-07, -1.70454e-10
1.43707e-07, -1.72579e-10
1.43669e-07, -1.74632e-10
1.43632e-07, -1.76611e-10
1.43596e-07, -1.78525e-10
1.4356e-07, -1.80373e-10
1.43525e-07, -1.82159e-10
1.4349e-07, -1.83876e-10
1.43455e-07, -1.85522e-10
1.43421e-07, -1.87105e-10
1.43387e-07, -1.88624e-10
1.43354e-07, -1.90079e-10
1.43321e-07, -1.91474e-10
1.43289e-07, -1.92814e-10
1.43257e-07, -1.94085e-10
1.43226e-07, -1.95285e-10
1.43195e-07, -1.96421e-10
1.43165e-07, -1.97492e-10
1.43135e-07, -1.98494e-10
1.43105e-07, -1.99424e-10
1.43077e-07, -2.00286e-10
1.43048e-07, -2.01084e-10
1.4302e-07, -2.01824e-10
1.42993e-07, -2.02503e-10
1.42966e-07, -2.03122e-10
1.42939e-07, -2.03682e-10
1.42913e-07, -2.04181e-10
1.42888e-07, -2.04615e-10
1.42863e-07, -2.04987e-10
1.42838e-07, -2.05301e-10
1.42814e-07, -2.05555e-10
1.42791e-07, -2.0575e-10
1.42768e-07, -2.05885e-10
1.42746e-07, -2.05958e-10
1.42724e-07, -2.05974e-10
1.42702e-07, -2.05934e-10
1.42681e-07, -2.05837e-10
1.42661e-07, -2.05683e-10
1.42641e-07, -2.05476e-10
1.42621e-07, -2.05216e-10
1.42603e-07, -2.04907e-10
1.42584e-07, -2.04546e-10
1.42566e-07, -2.04134e-10
1.42549e-07, -2.03664e-10
1.42532e-07, -2.03144e-10
1.42516e-07, -2.02568e-10
1.425e-07, -2.01943e-10
1.42485e-07, -2.01271e-10
1.4247e-07, -2.00549e-10
1.42456e-07, -1.99777e-10
1.42442e-07, -1.98957e-10
1.42429e-07, -1.98087e-10
1.42417e-07, -1.9717e-10
1.42404e-07, -1.96207e-10
1.42393e-07, -1.95202e-10
1.42382e-07, -1.9415e-10
1.42371e-07, -1.93052e-10
1.42361e-07, -1.91911e-10
1.42352e-07, -1.90728e-10
1.42343e-07, -1.89502e-10
1.42335e-07, -1.88233e-10
1.42327e-07, -1.8692e-10
1.4232e-07, -1.85565e-10
1.42313e-07, -1.8417e-10
1.42307e-07, -1.82736e-10
1.42301e-07, -1.81262e-10
1.42296e-07, -1.79752e-10
1.42291e-07, -1.78203e-10
1.42287e-07, -1.76618e-10
1.42284e-07, -1.74995e-10
1.42281e-07, -1.73337e-10
1.42278e-07, -1.71643e-10
1.42277e-07, -1.69914e-10
1.42275e-07, -1.68152e-10
1.42274e-07, -1.66358e-10
1.42274e-07, -1.6453e-10
1.42274e-07, -1.62668e-10
1.42275e-07, -1.60774e-10
1.42277e-07, -1.58849e-10
1.42278e-07, -1.56893e-10
1.42281e-07, -1.54906e-10
1.42284e-07, -1.52887e-10
1.42287e-07, -1.50838e-10
1.42291e-07, -1.48757e-10
1.42296e-07, -1.46646e-10
1.42301e-07, -1.44507e-10
1.42307e-07, -1.42338e-10
1.42313e-07, -1.40143e-10
1.4232e-07, -1.37922e-10
1.42327e-07, -1.35673e-10
1.42335e-07, -1.33396e-10
1.42343e-07, -1.31093e-10
1.42352e-07, -1.28766e-10
1.42361e-07, -1.26413e-10
1.42371e-07, -1.24039e-10
1.42382e-07, -1.21641e-10
1.42393e-07, -1.19217e-10
1.42404e-07, -1.16765e-10
1.42417e-07, -1.14292e-10
1.42429e-07, -1.11801e-10
1.42442e-07, -1.09292e-10
1.42456e-07, -1.06763e-10
1.4247e-07, -1.0422e-10
1.42485e-07, -1.01664e-10
1.425e-07, -9.90899e-11
1.42516e-07, -9.65006e-11
1.42532e-07, -9.38967e-11
1.42549e-07, -9.12814e-11
1.42566e-07, -8.8653e-11
1.42584e-07, -8.601e-11
1.42602e-07, -8.33576e-11
1.42621e-07, -8.07021e-11
1.42641e-07, -7.80408e-11
1.42661e-07, -7.53737e-11
1.42681e-07, -7.26946e-11
1.42702e-07, -7.00071e-11
1.42723e-07, -6.73166e-11
1.42745e-07, -6.46247e-11
1.42768e-07, -6.19291e-11
1.42791e-07, -5.92351e-11
1.42814e-07, -5.65346e-11
1.42838e-07, -5.38272e-11
1.42863e-07, -5.11207e-11
1.42888e-07, -4.84119e-11
1.42913e-07, -4.57053e-11
1.42939e-07, -4.30008e-11
1.42966e-07, -4.02987e-11
1.42993e-07, -3.75963e-11
1.4302e-07, -3.48907e-11
1.43048e-07, -3.21833e-11
1.43076e-07, -2.94669e-11
1.43105e-07, -2.67537e-11
1.43135e-07, -2.40441e-11
1.43165e-07, -2.13337e-11
1.43195e-07, -1.86289e-11
1.43226e-07, -1.59265e-11
1.43257e-07, -1.32274e-11
1.43289e-07, -1.054e-11
1.43321e-07, -7.85728e-12
1.43354e-07, -5.18229e-12
1.43387e-07, -2.51685e-12
1.43421e-07, 1.4031e-13
1.43455e-07, 2.79484e-12
1.43489e-07, 5.44578e-12
1.43524e-07, 8.09141e-12
1.4356e-07, 1.07285e-11
1.43596e-07, 1.33545e-11
1.43632e-07, 1.59716e-11
1.43669e-07, 1.85783e-11
1.43706e-07, 2.11742e-11
1.43744e-07, 2.37637e-11
1.43782e-07, 2.63479e-11
1.43821e-07, 2.89245e-11
1.4386e-07, 3.14951e-11
1.439e-07, 3.40573e-11
1.4394e-07, 3.66192e-11
1.4398e-07, 3.9176e-11
1.44021e-07, 4.17246e-11
1.44062e-07, 4.42652e-11
1.44104e-07, 4.67958e-11
1.44146e-07, 4.93157e-11
1.44188e-07, 5.18271e-11
1.44231e-07, 5.43283e-11
1.44274e-07, 5.68194e-11
1.44318e-07, 5.92949e-11
1.44362e-07, 6.17557e-11
1.44407e-07, 6.42025e-11
1.44452e-07, 6.66347e-11
1.44497e-07, 6.90508e-11
1.44543e-07, 7.14556e-11
1.44589e-07, 7.38425e-11
1.44636e-07, 7.62161e-11
1.44683e-07, 7.85731e-11
1.4473e-07, 8.09151e-11
1.44778e-07, 8.32394e-11
1.44826e-07, 8.55495e-11
1.44875e-07, 8.78481e-11
1.44924e-07, 9.01357e-11
1.44973e-07, 9.24106e-11
1.45023e-07, 9.46742e-11
1.45073e-07, 9.69201e-11
1.45123e-07, 9.91479e-11
1.45174e-07, 1.01359e-10
1.45225e-07, 1.03559e-10
1.45276e-07, 1.05747e-10
1.45328e-07, 1.07919e-10
1.4538e-07, 1.10076e-10
1.45433e-07, 1.12225e-10
1.45486e-07, 1.14363e-10
1.45539e-07, 1.16493e-10
1.45593e-07, 1.18613e-10
1.45647e-07, 1.20716e-10
1.45701e-07, 1.22809e-10
1.45756e-07, 1.24884e-10
1.45811e-07, 1.2694e-10
1.45866e-07, 1.28979e-10
1.45922e-07, 1.30997e-10
1.45978e-07, 1.32999e-10
1.46034e-07, 1.34981e-10
1.46091e-07, 1.36944e-10
1.46148e-07, 1.38891e-10
1.46205e-07, 1.40818e-10
1.46263e-07, 1.42723e-10
1.46321e-07, 1.4461e-10
1.46379e-07, 1.46479e-10
1.46438e-07, 1.48331e-10
1.46497e-07, 1.50166e-10
1.46556e-07, 1.51985e-10
1.46615e-07, 1.53784e-10
1.46675e-07, 1.55564e-10
1.46735e-07, 1.57325e-10
1.46796e-07, 1.59065e-10
1.46857e-07, 1.6079e-10
1.46918e-07, 1.62498e-10
1.46979e-07, 1.64187e-10
1.4704e-07, 1.65858e-10
1.47102e-07, 1.67512e-10
1.47164e-07, 1.69154e-10
1.47227e-07, 1.7078e-10
1.4729e-07, 1.72391e-10
1.47353e-07, 1.73985e-10
1.47416e-07, 1.75557e-10
1.47479e-07, 1.7711e-10
1.47543e-07, 1.78644e-10
1.47607e-07, 1.80164e-10
1.47672e-07, 1.81671e-10
1.47736e-07, 1.83164e-10
1.47801e-07, 1.84637e-10
1.47866e-07, 1.8608e-10
1.47931e-07, 1.87488e-10
1.47997e-07, 1.88881e-10
1.48063e-07, 1.90264e-10
1.48129e-07, 1.91641e-10
1.48195e-07, 1.93011e-10
1.48262e-07, 1.94374e-10
1.48329e-07, 1.95725e-10
1.48396e-07, 1.97064e-10
1.48463e-07, 1.98392e-10
1.48531e-07, 1.99705e-10
1.48599e-07, 2.01005e-10
1.48667e-07, 2.02293e-10
1.48735e-07, 2.03568e-10
1.48804e-07, 2.04831e-10
1.48872e-07, 2.0608e-10
1.48941e-07, 2.07314e-10
1.49011e-07, 2.08534e-10
