x, y, z
12.4991, 10.83, 6.35319
14.1806, 11.7837, 6.86611
11.3444, 11.1125, 4.7448
12.4134, 9.09502, 8.07105
13.9393, 8.68457, 9.29706
11.3151, 10.763, 7.96374
14.062, 6.78037, 8.69794
14.1774, 11.1624, 8.76714
11.087, 11.7653, 2.87189
11.7412, 13.1283, 4.18122
11.7088, 11.4344, 0.999998
9.89982, 13.2346, 2.21487
11.3389, 13.9076, 1
13.4908, 8.36449, 18.4256
10.3741, 6.62299, 21.4435
9.13185, 7.17725, 19.9773
12.374, 6.63422, 21.4553
12.9953, 8.18235, 20.3547
14.1271, 6.54085, 20.4912
12.4615, 9.58945, 17.2256
10.292, 8.10805, 18.6402
13.8352, 8.03302, 15.1774
11.8749, 7.8173, 15.5099
11.4801, 9.08806, 14.0168
9.83908, 8.77314, 12.9177
11.2888, 9.6103, 11.8234
12.5948, 8.52293, 10.7688
11.8172, 7.03293, 9.68476
10.8996, 10.8726, 13.3251
9.493, 12.2934, 13.2733
7.75026, 12.36, 14.2522
11.0385, 7.0159, 17.1403
13.0357, 6.99918, 17.0368
9.78663, 5.46893, 17.3395
13.6924, 5.97355, 18.6232
8.24313, 6.09284, 24.6101
9.22365, 5.40517, 26.2119
9.78239, 6.4012, 27.8538
9.70594, 6.07234, 23.2464
8.03105, 3.24887, 47.2882
8.81403, 2.54822, 45.5864
9.16402, 4.76674, 46.646
8.84405, 4.59249, 44.6794
10.5179, 4.00182, 43.7579
12.9631, 6.99379, 46.2266
8.86266, 6.59798, 45.9005
9.14407, 8.78222, 47.6772
10.0995, 8.16414, 46.0325
11.9709, 8.71217, 46.4767
13.9346, 8.84344, 46.1212
4.59984, 0.284053, 54.1823
5.75147, -0.0709542, 52.5861
4.89648, 1.27173, 51.3753
5.23818, 1.82706, 49.4845
3.93239, 0.798319, 47.0876
3.36617, 1.66247, 48.8
3.02165, 0.841965, 45.3075
6.3661, 3.05416, 48.3791
6.38821, 2.16998, 41.1986
4.86799, 2.64999, 42.4063
6.81851, 2.41724, 45.559
7.53551, 1.3984, 43.9944
4.04769, 2.47955, 45.8228
5.31476, 2.91455, 44.3377
11.5502, 1.0741, 38.8768
10.9246, 2.94485, 38.5469
10.7762, 0.84243, 41.0261
12.2334, -0.254943, 40.2061
11.7073, -1.44882, 45.9541
10.106, -0.330986, 42.5005
9.94015, -2.37126, 44.454
10.9384, -0.645833, 44.2916
6.98197, -0.514968, 43.8138
8.34271, -1.2729, 42.5593
7.46323, -0.328262, 41.0315
10.1027, -1.26818, 47.1342
10.3165, -1.60366, 49.4515
7.51607, -1.42055, 49.8184
8.83041, -0.625961, 48.5373
7.31252, -1.01476, 51.7662
12.6337, 1.07366, 35.9732
13.2597, 0.86136, 37.8608
11.5657, 1.28961, 48.351
9.98778, 0.729401, 49.4448
10.8384, 2.16156, 36.7087
10.7751, 0.340647, 35.8839
6.76404, 3.59524, 31.7134
8.02113, 4.70011, 30.6184
7.07823, 1.80262, 32.5427
7.03784, 4.33554, 35.3301
7.50804, 4.39836, 33.3872
7.30803, 4.5247, 28.7581
7.35169, 5.08356, 26.8383
10.0289, 7.12814, 30.7629
9.55265, 5.54011, 29.6443
6.96765, 3.85882, 40.2975
5.26591, 4.24916, 41.273
8.8447, 3.93187, 40.984
8.23185, 3.94817, 42.8877
5.64942, 5.16923, 37.8526
6.1944, 3.36453, 38.5205
9.20283, 6.04494, 35.0537
9.12289, 4.33389, 36.0861
7.57889, 3.55342, 37.0895
17.3098, 7.91827, 24.1881
18.6154, 8.75437, 22.9247
15.257, 6.17028, 22.4705
15.0058, 5.82457, 24.4243
16.0295, 4.95943, 21.0788
16.8916, 6.14323, 25.0093
15.2181, 3.817, 28.7497
13.4507, 3.41241, 29.5938
12.6257, 3.83771, 26.1953
12.9542, 4.55853, 28.0318
15.3213, 4.64292, 26.9311
17.2643, 4.95269, 26.5725
11.7845, 4.84116, 24.6836
10.1592, 4.46672, 32.8235
11.5943, 3.07731, 32.7237
13.4418, 2.13876, 33.3102
13.05, 2.84373, 35.1404
13.211, 3.05338, 31.5466
9.71769, 3.7206, 31.0211
16.1195, 9.43495, 23.6563
21.9344, 7.91304, 21.8203
22.866, 6.31468, 21.0604
19.986, 5.08107, 23.5839
18.2154, 4.75097, 24.4532
21.3187, 4.27638, 22.3283
21.1101, 2.99361, 23.8485
21.5559, 4.93079, 20.4534
17.4168, 5.93003, 23.0489
22.5109, 3.66622, 25.1076
22.4988, 3.07899, 27.0194
18.3998, 6.37301, 19.7763
18.4429, 5.28883, 21.4564
19.6622, 7.47508, 18.6846
20.433, 7.759, 20.5081
18.069, 10.6713, 18.4867
16.5965, 11.0923, 19.773
17.3526, 8.82304, 18.2205
19.1387, 8.84088, 17.3206
17.6418, 10.2466, 22.0163
17.2522, 12.0993, 21.3717
22.4085, 12.3582, 19.8961
21.0622, 13.8321, 20.0193
22.506, 10.8651, 18.569
19.3802, 10.5727, 21.0826
19.7794, 12.5122, 20.8017
19.7126, 14.9699, 19.0792
