dz, F
1.68e-07, 0
1.67929e-07, 2.09463e-15
1.67858e-07, 8.22936e-15
1.67787e-07, 1.81709e-14
1.67716e-07, 3.17715e-14
1.67646e-07, 4.89178e-14
1.67575e-07, 6.94459e-14
1.67505e-07, 9.32544e-14
1.67435e-07, 1.20299e-13
1.67366e-07, 1.50586e-13
1.67296e-07, 1.84007e-13
1.67227e-07, 2.20488e-13
1.67158e-07, 2.59937e-13
1.6709e-07, 3.02151e-13
1.67021e-07, 3.47061e-13
1.66953e-07, 3.94532e-13
1.66885e-07, 4.44493e-13
1.66817e-07, 4.96849e-13
1.66749e-07, 5.51618e-13
1.66682e-07, 6.0876e-13
1.66615e-07, 6.68223e-13
1.66548e-07, 7.29932e-13
1.66481e-07, 7.93787e-13
1.66415e-07, 8.59716e-13
1.66349e-07, 9.27662e-13
1.66283e-07, 9.97572e-13
1.66217e-07, 1.06937e-12
1.66152e-07, 1.14303e-12
1.66087e-07, 1.2185e-12
1.66022e-07, 1.29576e-12
1.65957e-07, 1.37476e-12
1.65893e-07, 1.45545e-12
1.65829e-07, 1.53778e-12
1.65765e-07, 1.62172e-12
1.65702e-07, 1.70724e-12
1.65638e-07, 1.7943e-12
1.65575e-07, 1.88291e-12
1.65513e-07, 1.97305e-12
1.6545e-07, 2.06458e-12
1.65388e-07, 2.15752e-12
1.65326e-07, 2.25192e-12
1.65265e-07, 2.34781e-12
1.65203e-07, 2.44515e-12
1.65142e-07, 2.5439e-12
1.65082e-07, 2.64406e-12
1.65021e-07, 2.74566e-12
1.64961e-07, 2.84864e-12
1.64901e-07, 2.95301e-12
1.64842e-07, 3.05884e-12
1.64783e-07, 3.16613e-12
1.64724e-07, 3.27491e-12
1.64665e-07, 3.38517e-12
1.64607e-07, 3.4969e-12
1.64549e-07, 3.61007e-12
1.64491e-07, 3.72475e-12
1.64434e-07, 3.84097e-12
1.64377e-07, 3.95879e-12
1.6432e-07, 4.07818e-12
1.64264e-07, 4.19917e-12
1.64208e-07, 4.3218e-12
1.64152e-07, 4.44601e-12
1.64097e-07, 4.57184e-12
1.64042e-07, 4.69939e-12
1.63987e-07, 4.82872e-12
1.63933e-07, 4.95984e-12
1.63879e-07, 5.0928e-12
1.63825e-07, 5.22759e-12
1.63772e-07, 5.36407e-12
1.63719e-07, 5.50226e-12
1.63666e-07, 5.6422e-12
1.63614e-07, 5.78401e-12
1.63562e-07, 5.92775e-12
1.63511e-07, 6.07359e-12
1.6346e-07, 6.22158e-12
1.63409e-07, 6.372e-12
1.63358e-07, 6.52498e-12
1.63308e-07, 6.68057e-12
1.63259e-07, 6.83883e-12
1.63209e-07, 6.99984e-12
1.63161e-07, 7.16347e-12
1.63112e-07, 7.32985e-12
1.63064e-07, 7.49922e-12
1.63016e-07, 7.67168e-12
1.62969e-07, 7.84732e-12
1.62922e-07, 8.02622e-12
1.62875e-07, 8.20811e-12
1.62829e-07, 8.39328e-12
1.62783e-07, 8.5821e-12
1.62738e-07, 8.77478e-12
1.62693e-07, 8.97135e-12
1.62648e-07, 9.17197e-12
1.62604e-07, 9.37671e-12
1.6256e-07, 9.58576e-12
1.62517e-07, 9.79929e-12
1.62474e-07, 1.00175e-11
1.62432e-07, 1.02404e-11
1.6239e-07, 1.04682e-11
1.62348e-07, 1.07012e-11
1.62307e-07, 1.09396e-11
1.62266e-07, 1.11835e-11
1.62225e-07, 1.14332e-11
1.62185e-07, 1.16889e-11
1.62146e-07, 1.19509e-11
1.62107e-07, 1.22192e-11
1.62068e-07, 1.24944e-11
1.6203e-07, 1.27766e-11
1.61992e-07, 1.30662e-11
1.61955e-07, 1.33633e-11
1.61918e-07, 1.36685e-11
1.61882e-07, 1.3982e-11
1.61846e-07, 1.4304e-11
1.6181e-07, 1.46351e-11
1.61775e-07, 1.49754e-11
1.61741e-07, 1.53254e-11
1.61707e-07, 1.56853e-11
1.61673e-07, 1.60556e-11
1.6164e-07, 1.64365e-11
1.61607e-07, 1.68275e-11
1.61575e-07, 1.72292e-11
1.61543e-07, 1.76428e-11
1.61512e-07, 1.80695e-11
1.61481e-07, 1.85096e-11
1.6145e-07, 1.8964e-11
1.61421e-07, 1.9433e-11
1.61391e-07, 1.99174e-11
1.61362e-07, 2.0418e-11
1.61334e-07, 2.09359e-11
1.61306e-07, 2.14718e-11
1.61278e-07, 2.20266e-11
1.61252e-07, 2.26015e-11
1.61225e-07, 2.3198e-11
1.61199e-07, 2.38168e-11
1.61174e-07, 2.44592e-11
1.61149e-07, 2.51265e-11
1.61124e-07, 2.58206e-11
1.611e-07, 2.65436e-11
1.61077e-07, 2.72975e-11
1.61054e-07, 2.80838e-11
1.61031e-07, 2.89049e-11
1.61009e-07, 2.97644e-11
1.60988e-07, 3.06649e-11
1.60967e-07, 3.161e-11
1.60947e-07, 3.2602e-11
1.60927e-07, 3.36473e-11
1.60907e-07, 3.47503e-11
1.60888e-07, 3.59176e-11
1.6087e-07, 3.71564e-11
1.60852e-07, 3.8475e-11
1.60835e-07, 3.98839e-11
1.60818e-07, 4.13957e-11
1.60802e-07, 4.30211e-11
1.60786e-07, 4.47565e-11
1.60771e-07, 4.65938e-11
1.60756e-07, 4.8526e-11
1.60742e-07, 5.0549e-11
1.60728e-07, 5.26526e-11
1.60715e-07, 5.48323e-11
1.60702e-07, 5.70842e-11
1.6069e-07, 5.94041e-11
1.60679e-07, 6.17868e-11
1.60668e-07, 6.42271e-11
1.60657e-07, 6.67204e-11
1.60647e-07, 6.92625e-11
1.60638e-07, 7.18479e-11
1.60629e-07, 7.44736e-11
1.60621e-07, 7.71364e-11
1.60613e-07, 7.91055e-11
1.60606e-07, 8.07346e-11
1.60599e-07, 8.2086e-11
1.60593e-07, 8.31943e-11
1.60587e-07, 8.40906e-11
1.60582e-07, 8.48006e-11
1.60577e-07, 8.53463e-11
1.60573e-07, 8.57472e-11
1.6057e-07, 8.60205e-11
1.60567e-07, 8.61904e-11
1.60564e-07, 8.62754e-11
1.60562e-07, 8.62855e-11
1.60561e-07, 8.62305e-11
1.6056e-07, 8.61189e-11
1.6056e-07, 8.59591e-11
1.6056e-07, 8.57582e-11
1.60561e-07, 8.55233e-11
1.60562e-07, 8.52607e-11
1.60564e-07, 8.49761e-11
1.60567e-07, 8.46747e-11
1.6057e-07, 8.43614e-11
1.60573e-07, 8.40411e-11
1.60577e-07, 8.37182e-11
1.60582e-07, 8.33964e-11
1.60587e-07, 8.30797e-11
1.60593e-07, 8.27713e-11
1.60599e-07, 8.2474e-11
1.60606e-07, 8.21909e-11
1.60613e-07, 8.19243e-11
1.60621e-07, 8.16768e-11
1.60629e-07, 8.14506e-11
1.60638e-07, 8.12481e-11
1.60647e-07, 8.10716e-11
1.60657e-07, 8.09224e-11
1.60668e-07, 8.08029e-11
1.60679e-07, 8.07144e-11
1.6069e-07, 8.06586e-11
1.60702e-07, 8.06363e-11
1.60715e-07, 8.06487e-11
1.60728e-07, 8.06975e-11
1.60742e-07, 8.07839e-11
1.60756e-07, 8.09086e-11
1.60771e-07, 8.10724e-11
1.60786e-07, 8.12756e-11
1.60802e-07, 8.1519e-11
1.60818e-07, 8.18035e-11
1.60835e-07, 8.213e-11
1.60852e-07, 8.24978e-11
1.6087e-07, 8.29071e-11
1.60888e-07, 8.33584e-11
1.60907e-07, 8.38514e-11
1.60927e-07, 8.43866e-11
1.60946e-07, 8.49637e-11
1.60967e-07, 8.55822e-11
1.60988e-07, 8.62418e-11
1.61009e-07, 8.6943e-11
1.61031e-07, 8.76839e-11
1.61054e-07, 8.84671e-11
1.61077e-07, 8.92925e-11
1.611e-07, 9.01616e-11
1.61124e-07, 9.1074e-11
1.61149e-07, 9.20281e-11
1.61174e-07, 9.30239e-11
1.61199e-07, 9.40613e-11
1.61225e-07, 9.51395e-11
1.61251e-07, 9.62572e-11
1.61278e-07, 9.74129e-11
1.61306e-07, 9.86075e-11
1.61334e-07, 9.9839e-11
1.61362e-07, 1.01107e-10
1.61391e-07, 1.02409e-10
1.61421e-07, 1.03745e-10
1.6145e-07, 1.05114e-10
1.61481e-07, 1.06517e-10
1.61512e-07, 1.07951e-10
1.61543e-07, 1.09417e-10
1.61575e-07, 1.10916e-10
1.61607e-07, 1.12448e-10
1.6164e-07, 1.1401e-10
1.61673e-07, 1.15601e-10
1.61706e-07, 1.17215e-10
1.61741e-07, 1.18853e-10
1.61775e-07, 1.20512e-10
1.6181e-07, 1.2219e-10
1.61846e-07, 1.23886e-10
1.61882e-07, 1.25597e-10
1.61918e-07, 1.27321e-10
1.61955e-07, 1.29058e-10
1.61992e-07, 1.30807e-10
1.6203e-07, 1.32565e-10
1.62068e-07, 1.34332e-10
1.62107e-07, 1.36106e-10
1.62146e-07, 1.37886e-10
1.62185e-07, 1.39671e-10
1.62225e-07, 1.4146e-10
1.62266e-07, 1.43252e-10
1.62307e-07, 1.45047e-10
1.62348e-07, 1.46842e-10
1.62389e-07, 1.48638e-10
1.62431e-07, 1.50432e-10
1.62474e-07, 1.52224e-10
1.62517e-07, 1.54014e-10
1.6256e-07, 1.55801e-10
1.62604e-07, 1.57584e-10
1.62648e-07, 1.59362e-10
1.62693e-07, 1.61136e-10
1.62738e-07, 1.62904e-10
1.62783e-07, 1.64666e-10
1.62829e-07, 1.6642e-10
1.62875e-07, 1.68167e-10
1.62922e-07, 1.69907e-10
1.62969e-07, 1.7164e-10
1.63016e-07, 1.73363e-10
1.63064e-07, 1.75075e-10
1.63112e-07, 1.76777e-10
1.6316e-07, 1.78471e-10
1.63209e-07, 1.80156e-10
1.63259e-07, 1.81831e-10
1.63308e-07, 1.83494e-10
1.63358e-07, 1.85146e-10
1.63409e-07, 1.86787e-10
1.6346e-07, 1.88414e-10
1.63511e-07, 1.9003e-10
1.63562e-07, 1.91633e-10
1.63614e-07, 1.93223e-10
1.63666e-07, 1.94802e-10
1.63719e-07, 1.9637e-10
1.63772e-07, 1.97926e-10
1.63825e-07, 1.9947e-10
1.63879e-07, 2.01001e-10
1.63933e-07, 2.02521e-10
1.63987e-07, 2.04028e-10
1.64042e-07, 2.05522e-10
1.64097e-07, 2.07002e-10
1.64152e-07, 2.08468e-10
1.64208e-07, 2.09917e-10
1.64264e-07, 2.11349e-10
1.6432e-07, 2.12765e-10
1.64377e-07, 2.14166e-10
1.64434e-07, 2.15551e-10
1.64491e-07, 2.1692e-10
1.64549e-07, 2.18272e-10
1.64607e-07, 2.19608e-10
1.64665e-07, 2.20927e-10
1.64724e-07, 2.2223e-10
1.64783e-07, 2.23515e-10
1.64842e-07, 2.24784e-10
1.64901e-07, 2.26036e-10
1.64961e-07, 2.27273e-10
1.65021e-07, 2.28493e-10
1.65082e-07, 2.29696e-10
1.65142e-07, 2.30884e-10
1.65203e-07, 2.32057e-10
1.65265e-07, 2.33213e-10
1.65326e-07, 2.34353e-10
1.65388e-07, 2.35474e-10
1.6545e-07, 2.36578e-10
1.65513e-07, 2.37667e-10
1.65575e-07, 2.38742e-10
1.65638e-07, 2.39803e-10
1.65702e-07, 2.40851e-10
1.65765e-07, 2.41888e-10
1.65829e-07, 2.42914e-10
1.65893e-07, 2.43929e-10
1.65957e-07, 2.44932e-10
1.66022e-07, 2.45925e-10
1.66087e-07, 2.46907e-10
1.66152e-07, 2.47878e-10
1.66217e-07, 2.48838e-10
1.66283e-07, 2.49786e-10
1.66349e-07, 2.50721e-10
1.66415e-07, 2.51641e-10
1.66481e-07, 2.5255e-10
1.66548e-07, 2.53448e-10
1.66615e-07, 2.54334e-10
1.66682e-07, 2.5521e-10
1.66749e-07, 2.56074e-10
1.66817e-07, 2.56927e-10
1.66885e-07, 2.57768e-10
1.66953e-07, 2.586e-10
1.67021e-07, 2.59421e-10
1.67089e-07, 2.60232e-10
1.67158e-07, 2.61032e-10
1.67227e-07, 2.61822e-10
1.67296e-07, 2.62602e-10
1.67366e-07, 2.63373e-10
1.67435e-07, 2.64133e-10
1.67505e-07, 2.64881e-10
1.67575e-07, 2.65614e-10
1.67645e-07, 2.66334e-10
1.67716e-07, 2.67042e-10
1.67787e-07, 2.67741e-10
1.67857e-07, 2.6843e-10
1.67929e-07, 2.69109e-10
1.68e-07, 2.69781e-10
1.68071e-07, 2.70445e-10
1.68143e-07, 2.711e-10
1.68215e-07, 2.71747e-10
1.68287e-07, 2.72386e-10
1.68359e-07, 2.73017e-10
1.68432e-07, 2.73641e-10
1.68504e-07, 2.74251e-10
1.68577e-07, 2.74848e-10
1.6865e-07, 2.75432e-10
1.68723e-07, 2.76003e-10
1.68797e-07, 2.76563e-10
1.6887e-07, 2.77111e-10
1.68944e-07, 2.77648e-10
1.69018e-07, 2.78175e-10
1.69092e-07, 2.78695e-10
1.69166e-07, 2.79206e-10
1.69241e-07, 2.7971e-10
1.69315e-07, 2.80211e-10
1.6939e-07, 2.80704e-10
1.69465e-07, 2.81192e-10
1.6954e-07, 2.81674e-10
1.69616e-07, 2.82153e-10
1.69691e-07, 2.82629e-10
1.69767e-07, 2.83101e-10
1.69842e-07, 2.83568e-10
1.69918e-07, 2.8403e-10
1.69994e-07, 2.84492e-10
1.70071e-07, 2.84953e-10
1.70147e-07, 2.85414e-10
1.70223e-07, 2.85876e-10
1.703e-07, 2.86338e-10
1.70377e-07, 2.86801e-10
1.70454e-07, 2.87266e-10
1.70531e-07, 2.87734e-10
1.70608e-07, 2.88205e-10
1.70686e-07, 2.88678e-10
1.70763e-07, 2.89156e-10
1.70841e-07, 2.8964e-10
1.70919e-07, 2.90129e-10
1.70997e-07, 2.90623e-10
1.71075e-07, 2.91124e-10
1.71153e-07, 2.91632e-10
1.71231e-07, 2.92149e-10
1.7131e-07, 2.92676e-10
1.71388e-07, 2.93215e-10
1.71467e-07, 2.93764e-10
1.71546e-07, 2.94327e-10
1.71625e-07, 2.94905e-10
1.71704e-07, 2.95499e-10
1.71783e-07, 2.96109e-10
1.71863e-07, 2.96734e-10
1.71942e-07, 2.97374e-10
1.72022e-07, 2.98027e-10
1.72101e-07, 2.98692e-10
1.72181e-07, 2.99366e-10
1.72261e-07, 3.00052e-10
1.72341e-07, 3.00748e-10
1.72421e-07, 3.01454e-10
1.72501e-07, 3.02169e-10
1.72582e-07, 3.02893e-10
1.72662e-07, 3.03624e-10
1.72743e-07, 3.04365e-10
1.72824e-07, 3.05112e-10
1.72904e-07, 3.05865e-10
1.72985e-07, 3.06627e-10
1.73066e-07, 3.07395e-10
1.73147e-07, 3.08169e-10
1.73229e-07, 3.08947e-10
1.7331e-07, 3.09727e-10
1.73391e-07, 3.10512e-10
1.73473e-07, 3.11302e-10
1.73555e-07, 3.12095e-10
1.73636e-07, 3.1289e-10
1.73718e-07, 3.13687e-10
1.738e-07, 3.14489e-10
1.73882e-07, 3.15293e-10
1.73964e-07, 3.161e-10
1.74046e-07, 3.1691e-10
1.74128e-07, 3.17724e-10
1.74211e-07, 3.1854e-10
1.74293e-07, 3.19359e-10
1.74376e-07, 3.20179e-10
1.74458e-07, 3.21e-10
1.74541e-07, 3.21824e-10
1.74624e-07, 3.22651e-10
1.74707e-07, 3.2348e-10
1.7479e-07, 3.24312e-10
1.74873e-07, 3.25148e-10
1.74956e-07, 3.25987e-10
1.75039e-07, 3.26828e-10
1.75122e-07, 3.27669e-10
1.75205e-07, 3.2851e-10
1.75289e-07, 3.29351e-10
1.75372e-07, 3.30194e-10
1.75456e-07, 3.31038e-10
1.7554e-07, 3.31884e-10
1.75623e-07, 3.3273e-10
1.75707e-07, 3.33578e-10
1.75791e-07, 3.34427e-10
1.75875e-07, 3.35275e-10
1.75959e-07, 3.36123e-10
1.76043e-07, 3.3697e-10
1.76127e-07, 3.37815e-10
1.76211e-07, 3.38655e-10
1.76295e-07, 3.3949e-10
1.7638e-07, 3.40325e-10
1.76464e-07, 3.41159e-10
1.76549e-07, 3.41995e-10
1.76633e-07, 3.42831e-10
1.76718e-07, 3.43665e-10
1.76802e-07, 3.44496e-10
1.76887e-07, 3.45328e-10
1.76972e-07, 3.46159e-10
1.77057e-07, 3.46989e-10
1.77142e-07, 3.47814e-10
1.77227e-07, 3.48636e-10
1.77312e-07, 3.49458e-10
1.77397e-07, 3.50282e-10
1.77482e-07, 3.51105e-10
1.77567e-07, 3.51928e-10
1.77652e-07, 3.52752e-10
1.77738e-07, 3.53575e-10
1.77823e-07, 3.54399e-10
1.77908e-07, 3.55223e-10
1.77994e-07, 3.56047e-10
1.78079e-07, 3.56871e-10
1.78165e-07, 3.57694e-10
1.7825e-07, 3.58518e-10
1.78336e-07, 3.59339e-10
1.78422e-07, 3.6016e-10
1.78508e-07, 3.60982e-10
1.78593e-07, 3.61803e-10
1.78679e-07, 3.62623e-10
1.78765e-07, 3.63443e-10
1.78851e-07, 3.64262e-10
1.78937e-07, 3.6508e-10
1.79023e-07, 3.65898e-10
1.79109e-07, 3.66713e-10
1.79195e-07, 3.67525e-10
1.79282e-07, 3.68332e-10
1.79368e-07, 3.69136e-10
1.79454e-07, 3.69939e-10
1.7954e-07, 3.70741e-10
1.79627e-07, 3.71542e-10
1.79713e-07, 3.72343e-10
1.798e-07, 3.73141e-10
1.79886e-07, 3.73935e-10
1.79973e-07, 3.74727e-10
1.80059e-07, 3.75516e-10
1.80146e-07, 3.76304e-10
1.80233e-07, 3.7709e-10
1.80319e-07, 3.77874e-10
1.80406e-07, 3.78658e-10
1.80493e-07, 3.79442e-10
1.8058e-07, 3.80227e-10
1.80666e-07, 3.81011e-10
1.80753e-07, 3.81795e-10
1.8084e-07, 3.82579e-10
1.80927e-07, 3.83365e-10
1.81014e-07, 3.84152e-10
1.81101e-07, 3.8494e-10
1.81188e-07, 3.85728e-10
1.81275e-07, 3.86517e-10
1.81362e-07, 3.87309e-10
1.8145e-07, 3.88103e-10
1.81537e-07, 3.88899e-10
1.81624e-07, 3.89698e-10
1.81711e-07, 3.90499e-10
1.81799e-07, 3.91301e-10
1.81886e-07, 3.92106e-10
1.81973e-07, 3.92914e-10
1.82061e-07, 3.93726e-10
1.82148e-07, 3.9454e-10
1.82235e-07, 3.95358e-10
1.82323e-07, 3.96179e-10
1.8241e-07, 3.97004e-10
1.82498e-07, 3.97832e-10
1.82586e-07, 3.98664e-10
1.82673e-07, 3.99501e-10
1.82761e-07, 4.00342e-10
1.82848e-07, 4.01188e-10
1.82936e-07, 4.02039e-10
1.83024e-07, 4.02896e-10
1.83112e-07, 4.03756e-10
1.83199e-07, 4.0462e-10
1.83287e-07, 4.05488e-10
1.83375e-07, 4.0636e-10
1.83463e-07, 4.07238e-10
1.83551e-07, 4.08121e-10
1.83639e-07, 4.0901e-10
1.83726e-07, 4.09905e-10
1.83814e-07, 4.10805e-10
1.83902e-07, 4.11707e-10
1.8399e-07, 4.12608e-10
1.84078e-07, 4.13512e-10
1.84166e-07, 4.14415e-10
1.84254e-07, 4.15321e-10
1.84342e-07, 4.16228e-10
1.84431e-07, 4.17138e-10
1.84519e-07, 4.18052e-10
1.84607e-07, 4.18969e-10
1.84695e-07, 4.19891e-10
1.84783e-07, 4.20813e-10
1.84871e-07, 4.21739e-10
1.8496e-07, 4.22671e-10
1.85048e-07, 4.23609e-10
1.85136e-07, 4.2455e-10
1.85225e-07, 4.25497e-10
1.85313e-07, 4.2645e-10
1.85401e-07, 4.2741e-10
1.8549e-07, 4.28377e-10
1.85578e-07, 4.29349e-10
1.85666e-07, 4.30331e-10
1.85755e-07, 4.31323e-10
1.85843e-07, 4.32327e-10
1.85932e-07, 4.33337e-10
1.8602e-07, 4.34354e-10
1.86109e-07, 4.35382e-10
1.86197e-07, 4.3642e-10
1.86286e-07, 4.37468e-10
1.86374e-07, 4.38525e-10
1.86463e-07, 4.39586e-10
1.86551e-07, 4.40654e-10
1.8664e-07, 4.41727e-10
1.86728e-07, 4.428e-10
1.86817e-07, 4.43869e-10
1.86906e-07, 4.44942e-10
1.86994e-07, 4.46021e-10
1.87083e-07, 4.47103e-10
1.87172e-07, 4.48185e-10
1.8726e-07, 4.49268e-10
1.87349e-07, 4.50354e-10
1.87438e-07, 4.51439e-10
1.87527e-07, 4.52528e-10
1.87615e-07, 4.53619e-10
1.87704e-07, 4.54707e-10
1.87793e-07, 4.55789e-10
1.87882e-07, 4.5687e-10
1.87971e-07, 4.57948e-10
1.88059e-07, 4.59018e-10
1.88148e-07, 4.60082e-10
1.88237e-07, 4.61146e-10
1.88326e-07, 4.62213e-10
1.88415e-07, 4.63281e-10
1.88504e-07, 4.64345e-10
1.88593e-07, 4.65408e-10
1.88682e-07, 4.66473e-10
1.88771e-07, 4.67538e-10
1.8886e-07, 4.68599e-10
1.88948e-07, 4.69659e-10
1.89037e-07, 4.70715e-10
1.89126e-07, 4.71768e-10
1.89215e-07, 4.72823e-10
1.89304e-07, 4.73873e-10
1.89394e-07, 4.7492e-10
1.89483e-07, 4.75965e-10
1.89572e-07, 4.77009e-10
1.89661e-07, 4.7805e-10
1.8975e-07, 4.79084e-10
1.89839e-07, 4.80111e-10
1.89928e-07, 4.81136e-10
1.90017e-07, 4.8216e-10
1.90106e-07, 4.8318e-10
1.90195e-07, 4.84193e-10
1.90284e-07, 4.85208e-10
1.90374e-07, 4.86223e-10
1.90463e-07, 4.87234e-10
1.90552e-07, 4.88241e-10
1.90641e-07, 4.89245e-10
1.9073e-07, 4.90245e-10
