x, y, z
4.92261, 18.346, 4.46193
5.17509, 17.5589, 6.2831
6.22836, 18.4363, 2.9497
4.22682, 19.8921, 2.70413
2.84083, 19.1821, 1.44921
4.10027, 20.1557, 4.68263
2.14661, 21.0031, 0.999998
3.29005, 17.8574, 6.881
7.80714, 17.7099, 1.95986
8.22944, 18.9313, 3.48628
8.68403, 15.9818, 1.46546
9.24701, 18.7127, 0.999998
10.6624, 17.6781, 1.9624
-0.977162, 9.98378, 0.999998
-3.1348, 10.4612, 5.11469
-1.41307, 10.6822, 6.10805
-3.52445, 9.29392, 3.53808
-1.82032, 9.01368, 2.53231
-3.56564, 8.98912, 1.55895
0.354922, 11.4387, 1.32985
-0.754262, 12.5013, 5.6013
-2.65958, 16.7497, 3.32761
-1.67548, 15.7989, 4.78623
-0.161479, 17.094, 4.61151
0.387469, 18.1294, 6.2322
1.88422, 18.0127, 4.9108
1.734, 18.752, 3.05854
1.08115, 20.6374, 2.92079
2.07954, 16.4478, 6.14084
2.35939, 16.5892, 8.1161
1.02336, 16.3529, 9.58551
-2.09825, 13.9789, 5.49944
-2.72901, 14.4036, 3.64964
-3.17687, 13.4163, 7.0869
-4.19484, 13.1115, 3.2233
-5.79549, 12.4383, 7.07978
-7.47953, 12.8611, 6.08721
-8.90054, 11.6061, 5.45027
-4.82238, 11.3551, 5.70873
2.1662, 2.74588, 8.52514
2.60265, 1.22212, 7.30546
1.32531, 3.28936, 6.7938
-0.0627176, 4.54645, 7.49598
-1.86567, 4.04881, 6.7877
3.11864, 2.3959, 2.92094
1.3097, 4.91311, 5.62622
3.11354, 6.1782, 3.85039
1.5385, 4.96373, 3.63999
2.11907, 3.89475, 2.05246
2.31248, 2.20511, 0.999998
3.5718, -0.257083, 16.0513
3.66098, -0.291256, 14.0536
2.84852, 1.51103, 13.7508
1.70888, 2.27487, 12.2955
-0.421032, 1.40203, 14.0873
0.325074, 3.14422, 13.4485
-2.03158, 0.417428, 13.4265
1.81127, 3.0755, 10.4656
-5.04562, 3.29876, 8.96562
-4.03111, 3.05826, 10.6723
-1.9453, 0.0613862, 9.99011
-3.92099, -0.168558, 9.78093
-1.15114, 1.65781, 12.1279
-2.38892, 1.92049, 10.5791
4.72655, -6.99416, 11.2535
4.25455, -8.35758, 12.6385
7.01986, -6.88666, 11.2994
5.80954, -5.3767, 10.7943
10.2502, -2.61365, 10.0349
8.81078, -6.25566, 10.6713
10.0646, -4.1092, 12.0235
9.35141, -4.39467, 10.1769
11.8895, -6.86543, 11.9628
10.4941, -7.3338, 10.6087
9.89657, -8.86317, 11.7506
8.69936, -1.46191, 10.553
7.51002, -0.606068, 12.3918
5.16377, -0.305011, 10.8382
7.12722, -0.228754, 10.4654
4.2476, -1.20267, 12.3727
1.8425, -7.28739, 10.1576
3.07281, -5.91548, 10.9348
9.94549, 1.39074, 11.2531
7.94564, 1.414, 11.26
3.05092, -8.90346, 11.0933
2.97302, -8.5721, 9.12247
-9.95796, 8.07744, 9.75065
-9.86287, 9.32824, 8.19295
-10.7182, 6.22893, 9.82158
-6.44159, 6.95982, 10.0497
-8.22636, 7.24598, 9.19369
-8.15692, 10.328, 8.49315
-6.26655, 10.7054, 7.96014
-11.3849, 9.90973, 5.49242
-10.1025, 10.7318, 6.78844
-2.3221, 7.05344, 10.9173
-1.0852, 7.5919, 12.3938
-2.11247, 7.33609, 8.94852
-1.35294, 5.50458, 8.68649
-4.95864, 7.70378, 12.3517
-3.73463, 6.15845, 12.0144
-6.64434, 5.95666, 7.54569
-6.1823, 4.92794, 9.19743
-5.24533, 5.56793, 10.8444
-2.68183, -14.778, 3.10718
-3.10595, -16.3635, 4.25011
-4.3491, -12.3429, 4.24021
-3.02633, -11.6823, 2.89345
-4.27491, -12.2035, 6.23396
-1.6242, -13.0816, 3.16874
-0.128493, -10.1575, 5.14511
-1.07582, -8.7288, 6.17532
-1.81994, -8.16797, 2.7779
-0.71433, -7.8523, 4.41434
-0.477996, -10.418, 3.19319
0.154474, -12.2647, 2.75777
-1.54464, -7.29432, 0.999998
-3.61958, -6.47152, 9.47962
-2.38876, -8.04748, 9.51688
-0.559353, -9.04827, 10.0567
0.444435, -7.97366, 11.4123
-1.0072, -8.56791, 8.16765
-4.64665, -7.67265, 8.2539
-4.40237, -15.2229, 2.1897
-1.60579, -18.2824, 6.36372
-0.0539348, -18.3844, 7.62122
0.146718, -15.0153, 5.41533
-0.217491, -13.2339, 4.58224
1.16252, -15.9062, 6.88989
2.50494, -14.9375, 5.76764
0.265513, -16.629, 8.5248
-1.99486, -13.279, 5.49815
2.92334, -16.3274, 4.39179
3.85799, -15.8085, 2.7015
-2.83091, -14.6759, 8.53495
-1.43143, -13.9969, 7.2778
-3.45701, -16.4337, 9.25458
-2.64292, -17.0296, 7.52768
-6.64844, -16.772, 7.97764
-6.97016, -15.6553, 6.34993
-5.85621, -15.2056, 8.93605
-5.2833, -16.8158, 9.9748
-5.05881, -16.2498, 4.66651
-6.99578, -16.7478, 4.67486
-7.08211, -21.1014, 4.20677
-5.97768, -20.5832, 2.62195
-8.4418, -20.0127, 5.18964
-4.84524, -18.1283, 5.31883
-4.84304, -19.4844, 3.84887
-5.78816, -19.4285, 0.999998
