x, y, z
5.3783, 18.4765, 18.3381
5.94634, 16.9305, 19.4725
6.5198, 19.7392, 17.288
4.25082, 20.5305, 17.6489
3.05712, 20.4721, 16.0453
4.0578, 19.5547, 19.384
1.95723, 22.0244, 16.6622
4.09712, 16.4236, 20.0413
8.20248, 20.1535, 16.2896
8.26437, 20.4767, 18.2623
9.5808, 19.2947, 15.1223
9.18022, 21.8935, 16.1602
10.8861, 21.0215, 16.7342
0.289595, 13.1215, 9.24151
-1.85083, 10.992, 12.8029
-0.15702, 10.6764, 13.8185
-2.15573, 10.9067, 10.8281
-0.446176, 11.3864, 9.91077
-2.19454, 11.7836, 9.02782
1.43662, 14.2593, 10.4204
0.294217, 12.4467, 14.6324
-2.1304, 16.875, 15.8333
-0.960656, 15.308, 16.2527
0.42578, 16.5404, 17.0002
1.00684, 16.2704, 18.8948
2.42028, 17.2071, 17.8342
2.09168, 18.961, 16.931
1.2315, 20.3744, 18.0545
2.82122, 15.2507, 17.7252
3.31637, 14.1082, 19.2903
2.16371, 12.844, 20.3262
-1.17775, 13.4523, 15.5391
-1.95591, 14.9432, 14.4568
-2.10322, 11.856, 16.3108
-3.32803, 14.1315, 13.2492
-4.64337, 11.4005, 15.4268
-6.32267, 12.2769, 14.7851
-7.69185, 11.5676, 13.5115
-3.59189, 11.3309, 13.7269
3.43452, 1.53885, 11.5515
3.21362, -0.063342, 10.375
2.58326, 2.29247, 9.90609
1.1111, 3.34043, 10.7631
-0.649547, 2.84584, 9.9535
3.70208, 2.00575, 5.67407
2.48254, 4.07369, 9.00216
3.84181, 5.69503, 7.12295
2.30833, 4.41388, 7.03902
2.6051, 3.61761, 5.22854
2.59477, 2.11997, 3.90305
4.00418, -0.766473, 19.5756
4.43175, -1.26578, 17.6868
4.25683, 0.570219, 16.9131
3.23019, 1.31492, 15.3667
1.16567, 0.716196, 17.339
1.8631, 2.34126, 16.4048
-0.436483, -0.391914, 16.8861
3.45715, 1.99332, 13.499
-3.62467, 1.50172, 12.0588
-2.6215, 1.54592, 13.7885
-0.234362, -1.28262, 13.4759
-2.17507, -1.74106, 13.3228
0.381274, 0.646959, 15.3854
-0.870143, 0.580893, 13.8267
2.57607, -7.94319, 14.6245
1.02251, -8.17671, 15.8622
4.33855, -8.94381, 15.7041
4.4947, -7.41551, 14.4236
9.60362, -7.35285, 16.0941
6.24436, -9.46251, 16.0185
7.92075, -8.04277, 17.8023
7.87479, -8.32095, 15.8223
7.61552, -11.091, 18.6617
6.89192, -11.186, 16.7996
5.14508, -11.8519, 17.5103
8.88861, -5.48562, 16.1407
7.86011, -3.88767, 17.5252
6.70162, -2.58304, 15.2972
8.37936, -3.62531, 15.6117
5.00923, -2.64741, 16.361
0.548878, -7.25444, 12.3835
2.08839, -6.45582, 13.3796
11.1896, -3.69346, 17.4237
9.66556, -2.59216, 16.7423
0.245888, -8.96038, 13.7781
1.04327, -9.14398, 11.9532
-8.86154, 6.25195, 15.0662
-8.73327, 8.159, 14.4774
-9.72477, 4.71169, 14.1268
-5.31164, 5.35062, 14.5285
-7.1949, 5.82192, 14.0477
-6.97373, 8.76264, 15.212
-5.05736, 9.24801, 14.9088
-10.2058, 10.2026, 12.5792
-8.92825, 10.1163, 14.1156
-1.05542, 5.21251, 14.5609
0.313903, 5.61554, 15.9617
-1.06843, 5.75605, 12.6362
-0.248876, 4.0251, 12.0599
-3.37402, 5.56666, 16.5431
-2.31001, 4.11689, 15.6679
-5.96522, 5.05196, 11.9022
-5.26661, 3.6323, 13.1255
-4.02561, 3.82661, 14.6818
-3.12715, -14.7185, 6.82955
-3.33657, -15.9116, 8.42093
-4.82851, -12.1356, 7.46912
-3.72212, -11.8201, 5.83317
-4.54556, -11.4346, 9.32076
-2.19782, -13.0323, 6.28822
-0.999488, -9.68711, 7.23331
-1.98827, -8.05716, 7.83792
-2.16609, -7.91218, 4.32254
-1.25834, -7.5089, 6.05843
-1.27388, -10.4316, 5.39746
-0.544714, -12.2935, 5.43885
-1.64279, -7.17928, 2.53677
-4.3813, -4.70181, 10.1842
-3.6617, -6.49853, 10.6882
-2.31028, -7.80133, 11.745
-1.25347, -6.84239, 13.1463
-2.24993, -7.56836, 9.75953
-5.45515, -5.81273, 8.91433
-4.87906, -15.4963, 6.25879
-0.561908, -17.5713, 13.2085
0.184033, -16.9235, 14.9475
0.936387, -14.1858, 12.0258
0.85996, -12.7829, 10.6024
1.24364, -14.4529, 13.9839
2.83379, -13.4652, 13.2798
-0.222149, -14.9865, 15.2356
-1.13226, -12.9227, 10.7096
4.00689, -14.9848, 12.719
5.56158, -14.6501, 11.5062
-3.14519, -13.3989, 13.4652
-1.35545, -12.9444, 12.697
-4.01246, -14.9352, 14.4073
-2.73677, -15.9217, 13.2244
-6.90783, -15.6865, 12.4436
-7.10717, -14.955, 10.5928
-6.16695, -13.944, 13.0878
-5.9816, -15.2077, 14.6269
-5.26332, -15.8124, 8.94794
-7.15753, -16.3985, 9.20947
-6.99217, -20.7499, 9.90888
-6.17688, -20.5456, 8.09407
-8.28193, -19.5382, 10.8407
-4.88193, -17.4853, 9.97555
-4.97485, -19.1421, 8.85921
-6.32346, -19.7773, 6.25335
