dz, F
1.4398e-07, -1.89848e-10
1.4394e-07, -1.91782e-10
1.439e-07, -1.93661e-10
1.4386e-07, -1.9547e-10
1.43821e-07, -1.97217e-10
1.43782e-07, -1.98897e-10
1.43744e-07, -2.00519e-10
1.43707e-07, -2.02089e-10
1.43669e-07, -2.03598e-10
1.43632e-07, -2.05053e-10
1.43596e-07, -2.06448e-10
1.4356e-07, -2.07785e-10
1.43525e-07, -2.0906e-10
1.4349e-07, -2.10274e-10
1.43455e-07, -2.11423e-10
1.43421e-07, -2.12514e-10
1.43387e-07, -2.13538e-10
1.43354e-07, -2.14498e-10
1.43321e-07, -2.15399e-10
1.43289e-07, -2.16242e-10
1.43257e-07, -2.17025e-10
1.43226e-07, -2.17745e-10
1.43195e-07, -2.18401e-10
1.43165e-07, -2.18998e-10
1.43135e-07, -2.19538e-10
1.43105e-07, -2.20018e-10
1.43077e-07, -2.2044e-10
1.43048e-07, -2.2081e-10
1.4302e-07, -2.21125e-10
1.42993e-07, -2.21384e-10
1.42966e-07, -2.21584e-10
1.42939e-07, -2.21725e-10
1.42913e-07, -2.21816e-10
1.42888e-07, -2.21849e-10
1.42863e-07, -2.21832e-10
1.42838e-07, -2.21766e-10
1.42814e-07, -2.21651e-10
1.42791e-07, -2.21484e-10
1.42768e-07, -2.21267e-10
1.42746e-07, -2.20993e-10
1.42724e-07, -2.20665e-10
1.42702e-07, -2.20289e-10
1.42681e-07, -2.19862e-10
1.42661e-07, -2.19384e-10
1.42641e-07, -2.18861e-10
1.42621e-07, -2.18291e-10
1.42603e-07, -2.17674e-10
1.42584e-07, -2.17012e-10
1.42566e-07, -2.16307e-10
1.42549e-07, -2.1556e-10
1.42532e-07, -2.14765e-10
1.42516e-07, -2.13926e-10
1.425e-07, -2.13048e-10
1.42485e-07, -2.12129e-10
1.4247e-07, -2.1117e-10
1.42456e-07, -2.10165e-10
1.42442e-07, -2.09116e-10
1.42429e-07, -2.08028e-10
1.42417e-07, -2.06901e-10
1.42404e-07, -2.05733e-10
1.42393e-07, -2.04528e-10
1.42382e-07, -2.03285e-10
1.42371e-07, -2.02004e-10
1.42361e-07, -2.00686e-10
1.42352e-07, -1.99329e-10
1.42343e-07, -1.97934e-10
1.42335e-07, -1.96504e-10
1.42327e-07, -1.95038e-10
1.4232e-07, -1.93535e-10
1.42313e-07, -1.91995e-10
1.42307e-07, -1.90423e-10
1.42301e-07, -1.88816e-10
1.42296e-07, -1.87173e-10
1.42291e-07, -1.85498e-10
1.42287e-07, -1.83791e-10
1.42284e-07, -1.82053e-10
1.42281e-07, -1.80282e-10
1.42278e-07, -1.7848e-10
1.42277e-07, -1.76645e-10
1.42275e-07, -1.74781e-10
1.42274e-07, -1.72885e-10
1.42274e-07, -1.7096e-10
1.42274e-07, -1.69008e-10
1.42275e-07, -1.67028e-10
1.42277e-07, -1.65017e-10
1.42278e-07, -1.6298e-10
1.42281e-07, -1.60918e-10
1.42284e-07, -1.58828e-10
1.42287e-07, -1.5671e-10
1.42291e-07, -1.54566e-10
1.42296e-07, -1.524e-10
1.42301e-07, -1.50211e-10
1.42307e-07, -1.47998e-10
1.42313e-07, -1.45766e-10
1.4232e-07, -1.43512e-10
1.42327e-07, -1.41237e-10
1.42335e-07, -1.38944e-10
1.42343e-07, -1.36632e-10
1.42352e-07, -1.343e-10
1.42361e-07, -1.31946e-10
1.42371e-07, -1.29568e-10
1.42382e-07, -1.27167e-10
1.42393e-07, -1.24747e-10
1.42404e-07, -1.22311e-10
1.42417e-07, -1.19858e-10
1.42429e-07, -1.17389e-10
