dz, F
1.68e-07, 0
1.67911e-07, 4.32237e-16
1.67823e-07, 1.69005e-15
1.67734e-07, 3.73999e-15
1.67646e-07, 6.55476e-15
1.67558e-07, 1.00915e-14
1.67469e-07, 1.43256e-14
1.67381e-07, 1.92403e-14
1.67292e-07, 2.48184e-14
1.67204e-07, 3.10355e-14
1.67116e-07, 3.78622e-14
1.67027e-07, 4.52672e-14
1.66939e-07, 5.32187e-14
1.66851e-07, 6.16798e-14
1.66762e-07, 7.06238e-14
1.66674e-07, 8.00409e-14
1.66586e-07, 8.9916e-14
1.66498e-07, 1.00235e-13
1.66409e-07, 1.10978e-13
1.66321e-07, 1.22105e-13
1.66233e-07, 1.33612e-13
1.66145e-07, 1.45476e-13
1.66057e-07, 1.57673e-13
1.65969e-07, 1.70195e-13
1.65881e-07, 1.83037e-13
1.65793e-07, 1.96181e-13
1.65705e-07, 2.09608e-13
1.65617e-07, 2.23298e-13
1.65529e-07, 2.37251e-13
1.65441e-07, 2.51466e-13
1.65353e-07, 2.65932e-13
1.65265e-07, 2.8062e-13
1.65177e-07, 2.95518e-13
1.65089e-07, 3.10621e-13
1.65002e-07, 3.25933e-13
1.64914e-07, 3.41439e-13
1.64826e-07, 3.5713e-13
1.64738e-07, 3.72992e-13
1.64651e-07, 3.89027e-13
1.64563e-07, 4.05215e-13
1.64475e-07, 4.21563e-13
1.64388e-07, 4.38082e-13
1.643e-07, 4.54747e-13
1.64212e-07, 4.71535e-13
1.64125e-07, 4.88473e-13
1.64037e-07, 5.05563e-13
1.6395e-07, 5.22789e-13
1.63862e-07, 5.40141e-13
1.63775e-07, 5.57621e-13
1.63688e-07, 5.75215e-13
1.636e-07, 5.92917e-13
1.63513e-07, 6.10725e-13
1.63426e-07, 6.28629e-13
1.63338e-07, 6.46635e-13
1.63251e-07, 6.64719e-13
1.63164e-07, 6.82894e-13
1.63077e-07, 7.01167e-13
1.6299e-07, 7.19532e-13
1.62903e-07, 7.38002e-13
1.62816e-07, 7.56575e-13
1.62729e-07, 7.75278e-13
1.62642e-07, 7.94078e-13
1.62555e-07, 8.1296e-13
1.62468e-07, 8.31939e-13
1.62381e-07, 8.51028e-13
1.62294e-07, 8.70212e-13
1.62207e-07, 8.89488e-13
1.6212e-07, 9.08848e-13
1.62034e-07, 9.28293e-13
1.61947e-07, 9.47834e-13
1.6186e-07, 9.67457e-13
1.61774e-07, 9.87155e-13
1.61687e-07, 1.00691e-12
1.61601e-07, 1.02673e-12
1.61514e-07, 1.04664e-12
1.61428e-07, 1.06667e-12
1.61341e-07, 1.08682e-12
1.61255e-07, 1.10708e-12
1.61169e-07, 1.12745e-12
1.61082e-07, 1.14791e-12
1.60996e-07, 1.16847e-12
1.6091e-07, 1.18916e-12
1.60824e-07, 1.21e-12
1.60738e-07, 1.23095e-12
1.60652e-07, 1.25203e-12
1.60566e-07, 1.27327e-12
1.6048e-07, 1.29468e-12
1.60394e-07, 1.31623e-12
1.60308e-07, 1.33792e-12
1.60222e-07, 1.35978e-12
1.60136e-07, 1.38182e-12
1.60051e-07, 1.40406e-12
1.59965e-07, 1.42649e-12
1.59879e-07, 1.44912e-12
1.59794e-07, 1.47195e-12
1.59708e-07, 1.49497e-12
1.59623e-07, 1.5182e-12
1.59537e-07, 1.54165e-12
1.59452e-07, 1.56527e-12
1.59367e-07, 1.58912e-12
1.59281e-07, 1.61319e-12
1.59196e-07, 1.63749e-12
1.59111e-07, 1.66196e-12
1.59026e-07, 1.68664e-12
1.58941e-07, 1.71154e-12
